time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
313146153,-12,11,1002,-288,411,516,idle
313154697,-13,10,1002,-192,455,516,idle
313163034,-13,10,1002,-218,472,551,idle
313163567,-11,11,1001,-218,472,551,idle
313171587,-11,11,1001,-227,411,560,idle
313172120,-12,11,1001,-227,411,560,idle
313180140,-12,11,1001,-210,428,551,idle
313180674,-12,11,1002,-210,428,551,idle
313188693,-12,11,1002,-236,428,507,idle
313189226,-12,11,1003,-236,428,507,idle
313197247,-12,11,1005,-227,411,463,idle
313201426,-12,11,1005,-227,411,463,idle
313205799,-12,10,1002,-218,367,463,idle
313214344,-13,10,1000,-210,376,428,idle
313222889,-12,12,999,-201,358,428,idle
313231433,-13,11,1002,-253,358,446,idle
313239978,-12,11,1004,-210,376,446,idle
313248314,-12,11,1004,-236,411,411,idle
313248847,-12,10,1003,-236,411,411,idle
313256868,-12,10,1003,-201,428,446,idle
313257401,-12,12,1002,-201,428,446,idle
313265423,-12,12,1002,-245,420,446,idle
313265956,-12,13,1002,-245,420,446,idle
313273975,-12,13,1002,-227,420,420,idle
313274508,-13,11,1001,-227,420,420,idle
313282527,-13,12,1002,-218,428,428,idle
313291072,-12,11,1003,-183,411,437,idle
313299616,-12,11,1001,-218,411,463,idle
313302547,-12,11,1001,-218,411,463,idle
313308168,-12,12,1003,-175,367,481,idle
313316712,-12,12,1003,-201,350,498,idle
313325256,-12,11,1003,-253,358,568,idle
313333801,-13,10,1001,-245,385,603,idle
313342137,-13,10,1001,-236,358,691,idle
313342670,-12,10,1001,-236,358,691,idle
313350691,-12,10,1001,-236,341,796,idle
313351224,-13,11,1003,-236,341,796,idle
313359245,-13,11,1003,-166,411,866,idle
313359778,-12,12,1003,-166,411,866,idle
313367797,-12,12,1003,-227,358,953,idle
313368330,-11,12,1003,-227,358,953,idle
313376351,-10,12,1002,-218,411,813,idle
313384895,-11,12,1000,-227,420,682,idle
313393440,-12,11,1002,-175,428,612,idle
313401985,-13,13,1003,-201,490,568,idle
313403461,-13,13,1003,-201,490,568,idle
313410538,-13,10,1001,-253,402,542,idle
313419082,-13,12,1002,-253,367,472,idle
313427627,-12,12,1001,-271,402,463,idle
313435964,-12,12,1001,-253,393,490,idle
313436497,-12,11,1002,-253,393,490,idle
313444518,-12,11,1002,-271,306,516,idle
313445051,-12,12,1003,-271,306,516,idle
313453071,-12,12,1003,-315,350,533,idle
313453604,-12,11,1003,-315,350,533,idle
313461623,-12,11,1003,-288,367,612,idle
313462156,-12,11,1002,-288,367,612,idle
313470177,-13,10,1002,-253,323,708,idle
313478721,-12,11,1003,-253,323,857,idle
313487266,-13,10,1004,-236,437,770,idle
313495811,-12,11,1002,-192,393,778,idle
313504355,-12,11,1003,-271,367,673,idle
313512900,-12,12,1001,-253,428,673,idle
313521445,-11,11,1001,-192,385,621,idle
313529989,-13,10,1000,-210,358,612,idle
313538533,-13,12,1004,-253,358,577,idle
313546869,-13,12,1004,-253,376,647,idle
313547402,-14,12,1002,-253,376,647,idle
313555424,-14,12,1002,-306,341,813,idle
313555957,-14,10,1000,-306,341,813,idle
313563978,-14,10,1000,-218,323,1050,idle
313564511,-13,8,1000,-218,323,1050,idle
313572532,-13,8,1000,-218,341,1277,idle
313573065,-12,9,1002,-218,341,1277,idle
313581086,-13,11,1003,-253,341,1478,idle
313589630,-12,15,1004,-218,376,1233,idle
313598175,-12,12,1002,-227,385,1058,idle
313605472,-12,12,1002,-227,385,1058,idle
313606727,-12,11,1001,-262,393,997,idle
313615272,-12,9,1001,-253,376,1023,idle
313623817,-12,12,1002,-218,385,971,idle
313632153,-12,12,1002,-183,402,945,idle
313632686,-12,13,1003,-183,402,945,idle
313640707,-12,13,1003,-166,420,892,idle
313641240,-12,11,1002,-166,420,892,idle
313649262,-12,11,1002,-201,437,840,idle
313649795,-11,12,1002,-201,437,840,idle
313657815,-11,12,1002,-236,367,770,idle
313658348,-11,11,1002,-236,367,770,idle
313666369,-12,12,1001,-218,393,735,idle
313674913,-13,12,1003,-245,428,770,idle
313683457,-12,11,1002,-201,358,761,idle
313692001,-12,9,1002,-183,411,778,idle
313700545,-12,10,1002,-210,472,953,idle
313706387,-12,10,1002,-210,472,953,idle
313708889,-12,10,1002,-201,402,822,idle
313709422,-11,14,1001,-201,402,822,idle
313717442,-11,14,1001,-218,393,743,idle
313717975,-13,12,1003,-218,393,743,idle
313725996,-13,12,1003,-227,402,770,idle
313726529,-13,11,1001,-227,402,770,idle
313734550,-13,11,1001,-280,315,787,idle
313735083,-13,10,1002,-280,315,787,idle
313743103,-13,10,1002,-236,367,840,idle
313751647,-12,10,1001,-262,350,918,idle
313760191,-12,11,1002,-245,428,971,idle
313768736,-11,13,1005,-210,472,910,idle
313777280,-12,11,1003,-297,428,805,idle
313785825,-11,13,1002,-253,393,656,idle
313794369,-13,11,1000,-280,420,621,idle
313802705,-13,11,1000,-210,463,647,idle
313803238,-13,11,1002,-210,463,647,idle
313807517,-13,11,1002,-210,463,647,idle
313811268,-13,11,1002,-236,411,630,idle
313811801,-13,11,1002,-236,411,630,idle
313819822,-13,11,1002,-201,393,612,idle
313820355,-12,11,1003,-201,393,612,idle
313828374,-12,11,1003,-201,402,621,idle
313828907,-13,11,1002,-201,402,621,idle
313836928,-12,10,1002,-210,350,726,idle
313845473,-11,11,1001,-218,367,822,idle
313854018,-12,11,1003,-201,367,761,idle
313862562,-13,11,1002,-201,402,761,idle
313871107,-12,10,1004,-236,376,831,idle
313879443,-12,10,1004,-271,402,910,idle
313879976,-12,10,1001,-271,402,910,idle
313887997,-12,10,1001,-236,402,980,idle
313888530,-12,10,1001,-236,402,980,idle
313896552,-12,10,1001,-157,446,1006,idle
313897085,-13,9,999,-157,446,1006,idle
313905105,-13,9,999,-175,358,1111,idle
313905639,-12,12,1005,-175,358,1111,idle
313908461,-12,12,1005,-175,358,1111,idle
313913667,-12,11,1003,-192,385,1102,idle
313922212,-12,10,1004,-227,385,1085,idle
313930756,-11,12,1000,-245,376,1146,idle
313939300,-11,12,999,-183,446,988,idle
313947637,-11,12,999,-192,463,848,idle
313948170,-12,14,1000,-192,463,848,idle
313956192,-12,14,1000,-210,420,743,idle
313956725,-12,12,1003,-210,420,743,idle
313964746,-12,12,1003,-253,420,752,idle
313965279,-12,10,1004,-253,420,752,idle
313973300,-12,10,1004,-245,341,857,idle
313973833,-12,11,1004,-245,341,857,idle
313981855,-11,10,1002,-245,437,901,idle
313990399,-12,13,1003,-262,385,936,idle
313998944,-12,12,1001,-262,420,910,idle
314007488,-12,11,1001,-166,367,822,idle
314009380,-12,11,1001,-166,367,822,idle
314016040,-12,11,1003,-227,376,805,idle
314024376,-12,11,1003,-262,420,770,idle
314024909,-12,11,1002,-262,420,770,idle
314032930,-12,11,1002,-218,437,901,idle
314033463,-12,11,1001,-218,437,901,idle
314041485,-12,11,1001,-201,411,945,idle
314042018,-13,11,1003,-201,411,945,idle
314050039,-13,11,1003,-262,411,1023,idle
314050572,-13,10,1002,-262,411,1023,idle
314058593,-13,8,1003,-227,385,1093,idle
314067137,-12,10,1001,-210,376,1120,idle
314075682,-12,12,1000,-218,437,1093,idle
314084226,-12,11,1003,-218,367,1172,idle
314092771,-12,12,1000,-218,411,1085,idle
314101315,-12,9,1004,-236,402,1268,idle
314109860,-11,11,1003,-271,437,1391,idle
314118198,-11,11,1003,-236,490,3263,idle
314118731,-27,-34,1003,-236,490,3263,idle
314126750,-27,-34,1003,-358,297,7490,idle
314127283,-5,30,1003,-358,297,7490,idle
314135304,-5,30,1003,-183,402,2598,idle
314135837,-7,30,999,-183,402,2598,idle
314143858,-7,30,999,-253,315,1513,idle
314144391,-13,18,1003,-253,315,1513,idle
314152412,-11,13,1004,-245,306,1295,idle
314160956,-11,13,1001,-236,367,1242,idle
314169501,-12,12,1002,-236,402,988,idle
314178046,-13,12,1003,-245,428,945,idle
314186590,-12,11,1002,-210,420,971,idle
314195134,-13,12,1004,-245,428,971,idle
314203679,-13,10,1002,-210,385,892,idle
314211391,-13,10,1002,-210,385,892,idle
314212023,-13,10,1002,-175,358,1137,idle
314212556,-13,8,1000,-175,358,1137,idle
314220577,-13,8,1000,-183,332,1260,idle
314221110,-12,12,1003,-183,332,1260,idle
314229132,-12,12,1003,-192,437,1190,idle
314229665,-12,12,1002,-192,437,1190,idle
314237686,-12,12,1002,-201,411,1373,idle
314238219,-13,7,1001,-201,411,1373,idle
314246240,-13,7,1001,-175,402,1688,idle
314246773,-12,9,1001,-175,402,1688,idle
314254792,-12,9,1002,-227,358,1960,idle
314263335,-16,0,1003,-253,367,2388,idle
314271880,-22,-15,1001,-271,481,4698,idle
314280425,0,46,1003,-455,183,5950,idle
314288968,-7,30,1004,-157,507,1303,idle
314297513,-12,11,1000,-227,297,656,idle
314306058,-11,11,1001,-183,367,516,idle
314312523,-11,11,1001,-183,367,516,idle
314314402,-11,11,1001,-192,385,490,idle
314314935,-13,13,1004,-192,385,490,idle
314322955,-13,13,1004,-201,446,533,idle
314323489,-12,12,1002,-201,446,533,idle
314331510,-12,12,1002,-271,358,542,idle
314332043,-13,11,1003,-271,358,542,idle
314340064,-13,11,1003,-271,376,472,idle
314340597,-11,11,1002,-271,376,472,idle
314348619,-11,11,1002,-218,350,551,idle
314349152,-12,12,1001,-218,350,551,idle
314357173,-12,12,1002,-236,420,560,idle
314365717,-12,11,1003,-262,411,498,idle
314374262,-12,11,1003,-201,385,481,idle
314382807,-11,12,1003,-262,341,490,idle
314391351,-13,11,1001,-175,350,463,idle
314399895,-12,12,999,-227,358,446,idle
314408232,-12,12,999,-262,350,498,idle
314408765,-12,11,1002,-262,350,498,idle
314413459,-12,11,1002,-262,350,498,idle
314416793,-12,11,1002,-227,367,533,idle
314417326,-12,10,1002,-227,367,533,idle
314425345,-12,10,1002,-192,393,490,idle
314425878,-11,10,1005,-192,393,490,idle
314433898,-11,10,1005,-227,402,455,idle
314434431,-11,12,1003,-227,402,455,idle
314442452,-12,11,1002,-227,428,455,idle
314450996,-12,12,1001,-253,411,455,idle
314459540,-11,12,1000,-148,393,455,idle
314468084,-12,12,1003,-192,481,428,idle
314476629,-12,12,1003,-236,385,420,idle
314485173,-12,11,1001,-201,402,437,idle
314493717,-12,12,1003,-236,323,437,idle
314502262,-12,11,1002,-236,437,481,idle
314510599,-12,11,1002,-210,385,472,idle
314511132,-12,12,1002,-210,385,472,idle
314514371,-12,12,1002,-210,385,472,idle
314519161,-12,12,1002,-253,402,507,idle
314519694,-12,12,1003,-253,402,507,idle
314527715,-12,12,1003,-280,376,507,idle
314528248,-13,10,1001,-280,376,507,idle
314536268,-13,10,1001,-192,367,560,idle
314536801,-12,10,1000,-192,367,560,idle
314544821,-13,12,1003,-210,341,612,idle
314553366,-12,11,1003,-210,411,647,idle
314561910,-12,11,1003,-227,420,656,idle
314570454,-12,10,1003,-166,411,638,idle
314578998,-12,11,1000,-227,341,673,idle
314587541,-12,11,1002,-218,350,700,idle
314596086,-12,11,1002,-210,463,805,idle
314604631,-13,10,1003,-201,411,927,idle
314612968,-13,10,1003,-183,463,1032,idle
314613501,-12,10,1002,-183,463,1032,idle
314615493,-12,10,1002,-183,463,1032,idle
314621530,-12,10,1002,-218,455,997,idle
314622063,-11,11,1001,-218,455,997,idle
314630084,-11,11,1001,-201,428,988,idle
314630617,-12,12,1002,-201,428,988,idle
314638639,-12,12,1002,-175,402,1041,idle
314639172,-13,9,1001,-175,402,1041,idle
314647191,-14,7,1004,-140,437,1295,idle
314655735,-12,7,1003,-140,367,1697,idle
314664280,-18,-13,1002,-245,481,2896,idle
314672824,-27,-33,998,-262,551,7087,idle
314681368,-19,0,999,-315,437,10403,idle
314689913,0,54,1002,-393,271,8881,idle
314698457,-1,41,1006,-358,271,5582,idle
314707000,-4,29,1001,-210,455,2388,idle
314715336,-4,29,1001,-245,341,1102,idle
314715869,-13,10,1001,-245,341,1102,idle
314716402,-13,10,1001,-245,341,1102,idle
314723933,-13,10,1001,-236,428,1181,idle
314724466,-14,7,1001,-236,428,1181,idle
314732485,-14,7,1001,-218,393,2257,idle
314733018,-15,3,1003,-218,393,2257,idle
314741038,-12,6,1001,-227,490,2835,idle
314749581,-20,-9,1004,-157,577,4173,idle
314758125,-16,0,996,-96,560,6282,idle
314766670,-5,35,1006,-236,245,5460,idle
314775215,-10,19,998,-271,236,3543,idle
314783760,-10,20,1004,-297,245,2633,idle
314792304,-9,19,1003,-341,227,1986,idle
314800849,-9,15,1002,-280,393,1216,idle
314809394,-10,15,1001,-288,341,910,idle
314817522,-10,15,1001,-288,341,910,idle
314817738,-10,15,1001,-280,420,665,idle
314818271,-11,12,1002,-280,420,665,idle
314826292,-11,12,1002,-253,402,560,idle
314826825,-12,13,1001,-253,402,560,idle
314834847,-12,13,1001,-218,411,516,idle
314835380,-11,12,1003,-218,411,516,idle
314843399,-11,12,1003,-227,411,490,idle
314843932,-11,11,1003,-227,411,490,idle
314851950,-11,11,1003,-201,455,463,idle
314852483,-11,11,1001,-201,455,463,idle
314860503,-12,12,1001,-218,420,428,idle
314869047,-13,12,1002,-201,428,411,idle
314877591,-12,12,1003,-218,402,358,idle
314886136,-12,12,1002,-210,376,393,idle
314894681,-12,12,1002,-227,350,402,idle
314903225,-12,11,1000,-253,385,385,idle
314911769,-13,12,1000,-192,455,402,idle
314918442,-13,12,1000,-192,455,402,idle
314920320,-13,12,1002,-210,428,376,idle
314928865,-12,12,1004,-192,367,367,idle
314937202,-12,12,1004,-218,428,350,idle
314937735,-12,11,1003,-218,428,350,idle
314945754,-12,11,1003,-227,402,376,idle
314946287,-13,10,1001,-227,402,376,idle
314954307,-13,10,1001,-227,385,350,idle
314954841,-12,12,1001,-227,385,350,idle
314962863,-12,12,1001,-183,385,341,idle
314963396,-12,11,1001,-183,385,341,idle
314971417,-12,11,1001,-210,332,341,idle
314971950,-12,11,1002,-210,332,341,idle
314979971,-11,11,1003,-218,402,376,idle
314988516,-11,11,1002,-175,411,428,idle
314997060,-12,12,1001,-183,376,402,idle
315005605,-12,12,1002,-236,437,376,idle
315014148,-12,12,1002,-201,402,367,idle
315019366,-12,12,1002,-201,402,367,idle
315022700,-12,12,1003,-236,367,332,idle
315031245,-11,11,1002,-218,323,367,idle
315039789,-11,11,1002,-236,306,358,idle
315048125,-11,11,1002,-192,411,358,idle
315048658,-12,12,999,-192,411,358,idle
315056677,-12,12,999,-245,402,341,idle
315057210,-11,11,1002,-245,402,341,idle
315065232,-11,11,1002,-210,393,376,idle
315065765,-12,11,1004,-210,393,376,idle
315073786,-12,11,1004,-253,481,350,idle
315074319,-11,12,1003,-253,481,350,idle
315082340,-11,12,1003,-201,367,367,idle
315082873,-12,11,1001,-201,367,367,idle
315090895,-12,12,1003,-210,420,376,idle
315099439,-13,11,1000,-262,437,358,idle
315107983,-12,12,1002,-245,420,376,idle
315116528,-13,11,1002,-192,358,376,idle
315120500,-13,11,1002,-192,358,376,idle
315125081,-12,11,1000,-210,420,393,idle
315133625,-12,11,1003,-210,341,393,idle
315142169,-12,11,1001,-201,428,350,idle
315150505,-12,11,1001,-175,367,385,idle
315151038,-12,12,1003,-175,367,385,idle
315159059,-12,12,1003,-253,455,393,idle
315159592,-11,11,1003,-253,455,393,idle
315167613,-11,11,1003,-253,411,393,idle
315168146,-12,11,1003,-253,411,393,idle
315176166,-12,11,1003,-218,411,358,idle
315176700,-12,12,1004,-218,411,358,idle
315184720,-12,12,1000,-280,367,385,idle
315193265,-12,12,1001,-227,367,367,idle
315201810,-12,12,1001,-183,385,341,idle
315210354,-12,10,1002,-201,376,367,idle
315218898,-12,11,1004,-210,315,367,idle
315221413,-12,11,1004,-210,315,367,idle
315227450,-11,11,1004,-262,315,376,idle
315235995,-12,11,1002,-271,367,376,idle
315244331,-12,11,1002,-201,332,393,idle
315244865,-11,11,1002,-201,332,393,idle
315252886,-11,11,1002,-166,358,367,idle
315253419,-12,10,1000,-166,358,367,idle
315261440,-12,10,1000,-192,411,402,idle
315261974,-12,10,1001,-192,411,402,idle
315269995,-12,10,1001,-192,332,393,idle
315270528,-12,12,1002,-192,332,393,idle
315278549,-13,12,1002,-245,402,385,idle
315287093,-12,12,1001,-192,358,402,idle
315295638,-12,11,1002,-183,323,393,idle
315304182,-11,11,1003,-183,341,393,idle
315312727,-13,11,1001,-201,385,411,idle
315321272,-13,12,1002,-192,402,411,idle
315322540,-13,12,1002,-192,402,411,idle
315329825,-13,12,1001,-218,376,367,idle
315338369,-12,12,1002,-218,341,393,idle
315346705,-12,12,1002,-218,428,428,idle
315347238,-12,11,1003,-218,428,428,idle
315355258,-12,11,1003,-227,367,402,idle
315355791,-11,11,1003,-227,367,402,idle
315363812,-11,11,1003,-210,376,385,idle
315364345,-12,12,1003,-210,376,385,idle
315372366,-12,12,1003,-245,358,393,idle
315372899,-12,12,1001,-245,358,393,idle
315380918,-12,12,1001,-218,323,385,idle
315381451,-12,11,1002,-218,323,385,idle
315389471,-11,11,1003,-201,376,376,idle
315398015,-11,11,1001,-218,341,402,idle
315406559,-12,12,1002,-245,420,411,idle
315415104,-12,11,1002,-201,393,385,idle
315423440,-12,11,1002,-201,393,385,idle
315423656,-12,12,1001,-227,393,341,idle
315432201,-12,12,1004,-245,472,376,idle
315440745,-12,12,1001,-262,402,341,idle
315449081,-12,12,1001,-253,358,367,idle
315449614,-13,11,1001,-253,358,367,idle
315457636,-13,11,1001,-288,385,350,idle
315458169,-12,11,1001,-288,385,350,idle
315466190,-12,11,1001,-280,350,350,idle
315466724,-12,11,1001,-280,350,350,idle
315474744,-12,11,1001,-262,463,376,idle
315475277,-12,11,1003,-262,463,376,idle
315483298,-12,11,1001,-236,472,367,idle
315491843,-13,11,1002,-245,393,393,idle
315500387,-12,11,1001,-175,402,367,idle
315508931,-12,11,1001,-236,428,358,idle
315517476,-13,11,1003,-280,393,393,idle
315524565,-13,11,1003,-280,393,393,idle
315526029,-12,11,1001,-236,402,376,idle
315534365,-12,11,1001,-236,393,350,idle
315534898,-12,11,1002,-236,393,350,idle
315542917,-12,11,1002,-271,437,367,idle
315543450,-12,12,1002,-271,437,367,idle
315551472,-12,12,1002,-236,420,385,idle
315552005,-12,11,1002,-236,420,385,idle
315560025,-12,11,1002,-236,428,376,idle
315560558,-12,10,1002,-236,428,376,idle
315568578,-12,10,1002,-262,332,402,idle
315569111,-12,11,1002,-262,332,402,idle
315577132,-12,11,1001,-227,332,376,idle
315585677,-12,11,1001,-262,341,385,idle
315594221,-12,12,1002,-227,350,402,idle
315602766,-12,11,1003,-218,385,358,idle
315611310,-11,11,1003,-210,385,385,idle
315619855,-12,10,1003,-271,385,350,idle
315625490,-12,10,1003,-271,385,350,idle
315628200,-12,10,1003,-210,358,385,idle
315628733,-12,10,1002,-210,358,385,idle
315636753,-12,10,1002,-245,402,358,idle
315637286,-11,11,1001,-245,402,358,idle
315645307,-11,11,1001,-175,376,350,idle
315645840,-12,12,1001,-175,376,350,idle
315653862,-12,12,1001,-201,428,306,idle
315654395,-12,11,1003,-201,428,306,idle
315662416,-12,11,1003,-245,411,341,idle
315670959,-11,11,1001,-218,385,350,idle
315679503,-12,12,1003,-201,350,385,idle
315688048,-13,12,1001,-253,393,376,idle
315696592,-12,11,1002,-210,420,350,idle
315705136,-11,10,1003,-192,472,428,idle
315713681,-11,11,1002,-201,463,411,idle
315722017,-11,11,1002,-218,446,385,idle
315722551,-12,12,1002,-218,446,385,idle
315726413,-12,12,1002,-218,446,385,idle
315730579,-12,12,1002,-183,411,393,idle
315731112,-12,12,1002,-183,411,393,idle
315739133,-12,12,1002,-227,463,358,idle
315739666,-12,12,1002,-227,463,358,idle
315747688,-12,12,1002,-262,367,393,idle
315748221,-12,12,1002,-262,367,393,idle
315756243,-12,10,1002,-245,385,367,idle
315764787,-11,11,1001,-210,481,358,idle
315773331,-12,11,1001,-166,420,376,idle
315781875,-12,12,1002,-148,385,350,idle
315790420,-12,12,1003,-175,446,376,idle
315798964,-11,11,1002,-183,455,402,idle
315807508,-11,11,1001,-236,481,411,idle
315815846,-11,11,1001,-262,463,393,idle
315816379,-12,12,1002,-262,463,393,idle
315824400,-12,12,1002,-262,446,393,idle
315824933,-12,11,1000,-262,446,393,idle
315827549,-12,11,1000,-262,446,393,idle
315832962,-12,11,1000,-280,393,437,idle
315833495,-12,11,1002,-280,393,437,idle
315841516,-12,11,1002,-288,411,402,idle
315842049,-12,13,1001,-288,411,402,idle
315850071,-12,11,1002,-280,315,393,idle
315858615,-12,12,1002,-280,393,367,idle
315867159,-13,10,1002,-227,376,385,idle
315875703,-12,11,1003,-227,402,402,idle
315884247,-12,12,1002,-236,350,428,idle
315892791,-12,11,1002,-227,393,411,idle
315901127,-12,11,1002,-253,385,367,idle
315901660,-13,11,1002,-253,385,367,idle
315909681,-13,11,1002,-218,341,376,idle
315910214,-12,11,1001,-218,341,376,idle
315918236,-12,11,1001,-236,411,350,idle
315918769,-11,11,1003,-236,411,350,idle
315926790,-11,11,1003,-245,420,385,idle
315927323,-12,12,1000,-245,420,385,idle
315928483,-12,12,1000,-245,420,385,idle
315935351,-12,11,1003,-210,332,358,idle
315943896,-12,11,1002,-201,367,385,idle
315952440,-12,10,1003,-218,367,385,idle
315960985,-12,12,1002,-253,350,385,idle
315969529,-12,11,1002,-210,358,385,idle
315978074,-12,11,1003,-175,367,385,idle
315986410,-12,11,1003,-236,376,358,idle
315986943,-12,10,1001,-236,376,358,idle
315994962,-12,10,1001,-183,376,376,idle
315995495,-11,11,1002,-183,376,376,idle
316003515,-11,11,1002,-148,428,358,idle
316004048,-12,12,1003,-148,428,358,idle
316012067,-12,12,1003,-227,463,341,idle
316012600,-12,12,1003,-227,463,341,idle
316020621,-13,12,1002,-192,402,332,idle
316029165,-12,11,1001,-236,358,332,idle
316037710,-12,11,1001,-218,463,376,idle
316046255,-12,12,1003,-192,411,341,idle
316054799,-12,12,1003,-227,376,376,idle
316063344,-13,11,1002,-227,446,367,idle
316071889,-11,11,1003,-236,393,358,idle
316080226,-11,11,1003,-210,376,376,idle
316080759,-12,12,1003,-210,376,376,idle
316088780,-12,12,1003,-201,411,358,idle
316089313,-13,12,1001,-201,411,358,idle
316097332,-13,12,1001,-245,367,376,idle
316097866,-13,11,1001,-245,367,376,idle
316105887,-13,11,1001,-192,428,350,idle
316106420,-12,10,1002,-192,428,350,idle
316114440,-12,11,1002,-192,385,385,idle
316122984,-11,11,1002,-201,358,367,idle
316130489,-11,11,1002,-201,358,367,idle
316131536,-12,12,1002,-218,358,367,idle
316140080,-15,16,1000,-770,-183,586,idle
316148625,-5,1,1006,-166,402,288,idle
316156960,-5,1,1006,-192,437,411,idle
316157493,-14,11,1000,-192,437,411,idle
316165515,-14,11,1000,-192,428,350,idle
316166048,-11,13,1000,-192,428,350,idle
316174067,-11,13,1000,-166,367,358,idle
316174600,-13,13,1001,-166,367,358,idle
316182621,-13,13,1001,-192,288,350,idle
316183154,-12,12,1002,-192,288,350,idle
316191175,-11,10,1001,-210,315,350,idle
316199720,-12,11,1003,-183,350,367,idle
316208265,-12,13,1002,-227,393,358,idle
316216810,-12,12,1001,-245,350,393,idle
316225354,-12,13,1002,-245,393,376,idle
316231403,-12,13,1002,-245,393,376,idle
316233698,-12,13,1002,-271,376,350,idle
316234231,-12,12,1002,-271,376,350,idle
316242251,-12,12,1002,-297,376,297,idle
316242784,-12,11,1002,-297,376,297,idle
316250806,-12,11,1002,-280,367,323,idle
316251339,-12,12,1003,-280,367,323,idle
316259357,-12,12,1003,-236,341,341,idle
316259891,-12,11,1001,-236,341,341,idle
316267910,-12,12,1002,-271,367,350,idle
316276455,-12,11,1002,-271,315,306,idle
316284999,-12,12,1002,-245,367,350,idle
316293543,-13,11,1002,-236,376,332,idle
316302087,-11,10,1001,-245,385,350,idle
316310631,-11,10,1001,-210,393,367,idle
316319175,-12,11,1001,-210,402,367,idle
316327720,-12,11,1002,-183,411,393,idle
316332522,-12,11,1002,-183,411,393,idle
316336065,-12,11,1002,-183,402,376,idle
316336598,-12,12,1003,-183,402,376,idle
316344620,-12,12,1003,-140,393,350,idle
316345153,-11,11,1005,-140,393,350,idle
316353173,-11,11,1005,-210,428,367,idle
316353707,-12,11,1002,-210,428,367,idle
316361728,-12,11,1002,-236,437,358,idle
316362261,-12,11,1001,-236,437,358,idle
316370282,-12,12,1000,-253,367,358,idle
316378827,-12,11,1003,-218,393,315,idle
316387371,-12,12,1003,-271,376,332,idle
316395916,-11,11,1004,-262,358,332,idle
316404460,-11,12,1001,-175,402,323,idle
316413005,-12,12,1002,-201,376,358,idle
316421549,-12,12,1000,-218,358,332,idle
316429885,-12,12,1000,-201,376,341,idle
316430418,-12,12,1003,-201,376,341,idle
316433448,-12,12,1003,-201,376,341,idle
316438446,-12,12,1003,-192,385,367,idle
316438979,-12,13,1001,-192,385,367,idle
316446998,-12,13,1001,-227,315,315,idle
316447531,-11,10,1003,-227,315,315,idle
316455552,-11,10,1003,-245,376,350,idle
316456085,-12,12,1003,-245,376,350,idle
316464104,-12,11,1001,-262,332,341,idle
316472649,-13,11,1001,-245,358,341,idle
316481193,-12,10,1002,-227,367,323,idle
316489737,-12,10,1003,-245,332,341,idle
316498281,-12,10,1003,-245,376,341,idle
316506826,-12,11,1001,-227,420,367,idle
316515371,-12,11,1001,-236,411,341,idle
316523915,-12,11,1002,-192,393,411,idle
316532251,-12,11,1002,-210,393,376,idle
316532784,-12,11,1003,-210,393,376,idle
316534361,-12,11,1003,-210,393,376,idle
316540814,-12,11,1003,-218,411,332,idle
316541347,-12,10,1002,-218,411,332,idle
316549368,-12,10,1002,-183,367,350,idle
316549901,-11,12,1003,-183,367,350,idle
316557920,-11,12,1003,-227,402,358,idle
316558453,-12,12,1001,-227,402,358,idle
316566473,-12,12,1001,-253,393,367,idle
316575018,-12,12,1003,-236,393,358,idle
316583563,-12,11,1002,-253,341,350,idle
316592108,-11,12,1003,-192,323,350,idle
316600652,-13,12,1003,-236,367,315,idle
316609197,-11,11,1001,-218,376,350,idle
316617740,-12,11,1003,-227,385,323,idle
316626076,-12,11,1003,-227,402,367,idle
316626609,-12,11,1002,-227,402,367,idle
316634631,-12,11,1002,-210,306,358,idle
316635164,-13,12,1002,-210,306,358,idle
316643184,-13,12,1002,-253,323,323,idle
316643717,-12,11,1002,-253,323,323,idle
316651738,-12,11,1002,-227,306,358,idle
316652272,-12,12,1001,-227,306,358,idle
316660291,-11,12,1002,-218,288,323,idle
316668837,-12,11,1003,-218,253,323,idle
316677381,-11,11,1002,-271,315,306,idle
316685926,-12,11,1003,-245,367,315,idle
316694470,-11,12,1002,-288,393,323,idle
316703015,-12,12,1002,-288,332,315,idle
316711559,-11,10,1001,-227,315,306,idle
316719896,-11,10,1001,-253,411,358,idle
316720429,-11,9,1002,-253,411,358,idle
316728449,-11,9,1002,-201,393,367,idle
316728982,-12,10,1003,-201,393,367,idle
316736378,-12,10,1003,-201,393,367,idle
316737010,-12,10,1003,-183,463,376,idle
316737543,-12,11,1003,-183,463,376,idle
316745563,-12,11,1003,-218,393,367,idle
316746096,-13,11,1002,-218,393,367,idle
316754115,-12,12,1001,-245,332,350,idle
316762660,-11,11,1000,-245,262,332,idle
316771204,-12,12,1002,-262,297,376,idle
316779748,-11,11,1003,-227,315,297,idle
316788292,-12,11,1003,-297,402,367,idle
316796837,-12,13,1003,-262,341,341,idle
316805382,-12,11,1002,-271,350,367,idle
316813926,-11,11,1001,-218,393,341,idle
316822262,-11,11,1001,-210,428,323,idle
316822796,-12,12,1002,-210,428,323,idle
316830815,-12,12,1002,-245,376,350,idle
316831348,-12,11,1001,-245,376,350,idle
316837499,-12,11,1001,-245,376,350,idle
