time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps],label
265009356,133,49,1025,7332,4182,-3570,up_down
265017375,133,49,1025,6641,4935,-3430,up_down
265017908,126,37,1022,6641,4935,-3430,up_down
265024473,126,37,1022,6641,4935,-3430,up_down
265025936,119,26,1024,5950,5477,-2485,up_down
265034481,118,32,1025,5521,5801,-1548,up_down
145180771,-542,569,656,-19573,34177,-13387,walking
145189313,-569,560,660,-18488,22452,-12915,walking
145197857,-587,554,707,-14673,14901,-13055,walking
145206193,-587,554,707,-13107,13545,-10727,walking
145206726,-563,474,778,-13107,13545,-10727,walking
145214745,-563,474,778,-9178,18751,-4978,walking
145215278,-589,413,782,-9178,18751,-4978,walking
145223299,-589,413,782,-8216,23240,-787,walking
145223832,-599,374,752,-8216,23240,-787,walking
145231850,-599,374,752,-7813,28122,4707,walking
145232383,-606,315,755,-7813,28122,4707,walking
145238533,-606,315,755,-7813,28122,4707,walking
145240412,-637,339,767,-5862,33932,12871,walking
145248955,-665,408,715,-8750,35910,17053,walking
145257499,-636,444,744,-11226,33836,21157,walking
145266043,-617,519,784,-16117,31211,25891,walking
145274379,-617,519,784,-19390,29531,28498,walking
145274912,-558,530,816,-19390,29531,28498,walking
145282932,-558,530,816,-18270,31053,33976,walking
145283465,-497,477,825,-18270,31053,33976,walking
145291486,-497,477,825,-15968,30975,37747,walking
145292018,-463,432,746,-15968,30975,37747,walking
145300038,-463,432,746,-9931,27405,46646,walking
145300571,-446,389,756,-9931,27405,46646,walking
145308592,-531,493,725,-10158,22557,46812,walking
145317135,-515,562,742,-8995,18086,37467,walking
145325679,-445,555,783,-11436,16161,28262,walking
145334222,-407,512,770,-14306,16572,23712,walking
145339440,-407,512,770,-14306,16572,23712,walking
145342566,-407,512,770,-12888,15391,21980,walking
145343099,-411,465,708,-12888,15391,21980,walking
145351119,-411,465,708,-7840,10902,22198,walking
145351652,-390,449,682,-7840,10902,22198,walking
145359671,-390,449,682,-5346,5110,21673,walking
145360204,-402,464,673,-5346,5110,21673,walking
145368223,-404,518,668,-5355,-3246,17666,walking
145376767,-367,560,684,-5801,-10281,12635,walking
145385311,-338,551,693,-7000,-15408,8610,walking
145393855,-349,594,738,-5845,-16686,4042,walking
145402398,-291,552,701,-306,-16030,-3403,walking
145410734,-291,552,701,1321,-17718,-6842,walking
145411267,-235,563,665,1321,-17718,-6842,walking
145419288,-235,563,665,3106,-22575,-11856,walking
145419821,-259,549,614,3106,-22575,-11856,walking
145427843,-259,549,614,4060,-29470,-18532,walking
145428376,-266,544,573,4060,-29470,-18532,walking
145436396,-266,544,573,5320,-38500,-25926,walking
145436929,-262,582,561,5320,-38500,-25926,walking
145440375,-262,582,561,5320,-38500,-25926,walking
145444957,-282,555,540,1365,-47442,-33678,walking
145453501,-327,545,546,-2222,-56297,-42717,walking
145462045,-365,448,600,-3893,-60208,-51126,walking
145470588,-395,403,639,-7035,-59001,-53611,walking
145479132,-404,351,705,-11462,-54547,-50942,walking
145487468,-404,351,705,-17718,-49078,-45640,walking
145488001,-448,376,694,-17718,-49078,-45640,walking
145496022,-448,376,694,-27291,-55501,-44406,walking
145496555,-506,413,595,-27291,-55501,-44406,walking
145504576,-506,413,595,-26206,-69781,-47818,walking
145505109,-512,403,553,-26206,-69781,-47818,walking
145513126,-512,403,553,-13011,-76807,-48588,walking
145513660,-431,297,744,-13011,-76807,-48588,walking
145521679,-417,302,758,-7953,-70070,-41230,walking
145530222,-425,392,731,-11173,-67760,-35665,walking
145538766,-398,462,748,-18331,-65476,-35166,walking
145541489,-398,462,748,-18331,-65476,-35166,walking
145547318,-379,479,761,-21341,-63271,-39786,walking
145555863,-398,461,806,-22391,-60558,-48947,walking
145564199,-398,461,806,-21997,-57618,-56052,walking
145564732,-418,399,835,-21997,-57618,-56052,walking
145572752,-418,399,835,-20125,-54206,-57321,walking
145573285,-441,307,845,-20125,-54206,-57321,walking
145581304,-441,307,845,-18270,-49980,-54582,walking
145581837,-462,278,870,-18270,-49980,-54582,walking
145589858,-473,277,878,-17867,-45850,-51301,walking
145598402,-475,278,882,-17885,-41475,-49910,walking
145606945,-472,270,871,-17745,-37073,-49035,walking
145615489,-455,260,838,-17710,-35262,-46961,walking
145624033,-445,291,839,-18007,-36128,-46296,walking
145632577,-423,305,860,-18646,-36067,-47643,walking
145640913,-423,305,860,-17071,-35910,-49866,walking
145641446,-401,292,832,-17071,-35910,-49866,walking
145642397,-401,292,832,-17071,-35910,-49866,walking
145649473,-401,292,832,-12722,-38150,-51633,walking
145650006,-386,270,794,-12722,-38150,-51633,walking
145658024,-386,270,794,-8636,-42096,-53970,walking
145658557,-368,300,776,-8636,-42096,-53970,walking
145666576,-346,338,772,-8417,-44677,-57968,walking
145675119,-323,274,769,-11287,-45727,-59211,walking
145683663,-357,234,800,-14682,-43767,-55291,walking
145692207,-345,243,747,-15338,-43618,-55737,walking
145700750,-293,235,697,-11007,-51905,-57155,walking
145709294,-263,286,731,-6737,-64513,-58082,walking
145717630,-263,286,731,-5136,-75250,-63936,walking
145718163,-214,382,776,-5136,-75250,-63936,walking
145726184,-214,382,776,-6265,-85575,-75775,walking
145726717,-180,380,815,-6265,-85575,-75775,walking
145734737,-180,380,815,-7533,-96101,-84700,walking
145735270,-153,298,859,-7533,-96101,-84700,walking
145743291,-153,298,859,-8067,-106522,-87771,walking
145743825,-136,266,907,-8067,-106522,-87771,walking
145751845,-120,265,982,-7385,-113417,-90702,walking
145760390,-109,252,1044,-6536,-114966,-94465,walking
145768933,-109,257,1068,-4847,-113820,-98490,walking
145777477,-104,292,1079,-4042,-111685,-105498,walking
145786021,-83,280,1085,-4856,-110530,-114248,walking
145794565,-61,252,1101,-5495,-109060,-121852,walking
145802900,-61,252,1101,-4655,-106951,-127776,walking
145803433,-63,219,1097,-4655,-106951,-127776,walking
145811454,-63,219,1097,-3543,-103188,-130725,walking
145811987,-70,184,1084,-3543,-103188,-130725,walking
145820007,-70,184,1084,-4121,-98595,-129683,walking
145820540,-77,144,1033,-4121,-98595,-129683,walking
145828560,-77,144,1033,-6072,-95383,-125081,walking
145829093,-52,98,979,-6072,-95383,-125081,walking
145837112,-42,120,962,-8872,-94605,-120155,walking
145844409,-42,120,962,-8872,-94605,-120155,walking
145845664,-17,162,989,-10255,-95655,-121100,walking
145854208,28,134,1050,-10272,-97527,-123611,walking
145862751,46,122,1093,-6755,-98052,-124696,walking
145871294,41,135,1150,-1225,-96110,-126096,walking
145879839,21,66,1159,122,-90641,-128371,walking
145888176,21,66,1159,-2222,-84157,-127207,walking
145888709,-52,-20,1146,-2222,-84157,-127207,walking
145896727,-52,-20,1146,-2703,-75582,-122045,walking
145897260,-106,-143,1140,-2703,-75582,-122045,walking
145905281,-106,-143,1140,-8155,-67025,-104553,walking
145905814,-79,-278,1127,-8155,-67025,-104553,walking
145913832,-79,-278,1127,-18322,-56918,-79406,walking
145914365,-115,-250,1139,-18322,-56918,-79406,walking
145922384,-146,-174,1146,-29461,-43330,-59193,walking
145930928,-124,-118,1129,-41781,-27151,-42551,walking
145939471,-87,-87,1101,-55378,-10360,-25812,walking
145945521,-87,-87,1101,-55378,-10360,-25812,walking
145948024,-56,-65,1080,-68197,5888,-7770,walking
145956568,-66,-41,1007,-74585,18366,10202,walking
145965111,-98,-74,913,-70446,23458,24841,walking
145973447,-98,-74,913,-57881,18086,39742,walking
145973980,-95,-147,843,-57881,18086,39742,walking
145982000,-95,-147,843,-67313,1750,58362,walking
145982533,-155,-375,872,-67313,1750,58362,walking
145990552,-155,-375,872,-48466,-16616,78190,walking
145991085,-208,23,747,-48466,-16616,78190,walking
145999105,-208,23,747,3018,-36347,73360,walking
145999638,-99,-36,805,3018,-36347,73360,walking
146007657,3,88,1169,16660,-61381,70253,walking
146016201,21,223,1361,1050,-78741,62842,walking
146024745,34,270,1412,-12372,-83133,51791,walking
146033288,33,258,1478,-17036,-76807,41300,walking
146041832,30,248,1480,-22015,-64137,33827,walking
146046426,30,248,1480,-22015,-64137,33827,walking
146050175,30,248,1480,-31570,-49236,28070,walking
146050709,0,229,1439,-31570,-49236,28070,walking
146058728,0,229,1439,-44905,-34265,24508,walking
146059261,-26,166,1349,-44905,-34265,24508,walking
146067280,-26,166,1349,-57190,-21778,26985,walking
146067813,-18,113,1237,-57190,-21778,26985,walking
146075832,-18,113,1237,-62798,-13851,30563,walking
146076365,-22,140,1168,-62798,-13851,30563,walking
146084383,-12,170,1163,-66281,-6816,31202,walking
146092927,14,168,1150,-71058,656,31377,walking
146101471,8,162,1148,-71741,8758,32655,walking
146110015,-21,166,1127,-65826,19512,33215,walking
146118558,-58,163,1115,-57820,33871,32777,walking
146127102,-132,197,1049,-47801,45360,24666,walking
146135645,-112,6,1091,-31071,48326,15128,walking
146143982,-112,6,1091,-21831,54661,23896,walking
146144515,-35,-50,1079,-21831,54661,23896,walking
146147544,-35,-50,1079,-21831,54661,23896,walking
146152541,-35,-50,1079,-7463,52762,38272,walking
146153074,-30,-115,1056,-7463,52762,38272,walking
146161093,-30,-115,1056,-5372,48755,47661,walking
146161626,-126,89,1181,-5372,48755,47661,walking
146169646,-244,316,1041,-24500,43058,38937,walking
146178189,-135,-60,1123,-39838,33118,32331,walking
146186732,-64,-291,1085,-26810,51047,50303,walking
146195276,49,-114,989,-25637,63393,49735,walking
146203820,-186,-185,607,-35665,83807,47250,walking
146212365,-370,-244,254,-18480,80447,44292,walking
146220700,-370,-244,254,19766,58196,28621,walking
146221233,-158,-94,362,19766,58196,28621,walking
146229252,-158,-94,362,39217,34011,20072,walking
146229785,-3,-168,518,39217,34011,20072,walking
146237806,-3,-168,518,30213,12495,33241,walking
146238339,44,-125,733,30213,12495,33241,walking
146246359,44,-125,733,-2301,-1767,50032,walking
146246892,-49,-114,953,-2301,-1767,50032,walking
146248468,-49,-114,953,-2301,-1767,50032,walking
146254920,-173,-157,1093,-33092,-8540,60480,walking
146263463,-254,-108,1147,-43872,-8671,61250,walking
146272007,-302,246,411,-8811,-12678,45290,walking
146280551,-255,-131,1085,22032,-24071,29758,walking
146289095,-250,176,450,17605,-34755,34090,walking
146297639,-352,123,309,31788,-78662,23660,walking
146305975,-352,123,309,15618,-116978,26398,walking
146306508,-200,117,494,15618,-116978,26398,walking
146314528,-200,117,494,-20343,-141925,32847,walking
146315061,-52,56,609,-20343,-141925,32847,walking
146323081,-52,56,609,-35586,-158480,36916,walking
146323614,-56,-34,714,-35586,-158480,36916,walking
146331634,-56,-34,714,-27413,-160632,38438,walking
146332167,-96,-137,895,-27413,-160632,38438,walking
146340187,-106,-225,1075,-7752,-153912,33600,walking
146348731,52,-455,1422,10123,-134242,37528,walking
146357276,79,-382,1545,22837,-91752,60033,walking
146365820,38,-199,1565,19888,-53235,65108,walking
146374363,-4,-79,1519,-1828,-16905,54731,walking
146382698,-4,-79,1519,-35245,14087,43697,walking
146383231,-19,-3,1351,-35245,14087,43697,walking
146391252,-19,-3,1351,-58730,35726,37213,walking
146391785,-69,11,1098,-58730,35726,37213,walking
146399806,-69,11,1098,-57566,45718,32296,walking
146400339,-190,24,734,-57566,45718,32296,walking
146408360,-190,24,734,-31928,39436,23940,walking
146408893,-264,40,409,-31928,39436,23940,walking
146416914,-287,36,259,9458,21568,13186,walking
146425457,-304,-15,307,51852,-3736,1680,walking
146434001,-244,-99,503,85408,-30878,-5153,walking
146442543,-169,-186,805,104002,-53235,-4733,walking
146450463,-169,-186,805,104002,-53235,-4733,walking
146451095,-145,-260,1102,112577,-64942,1032,walking
146459431,-145,-260,1102,115683,-64785,8198,walking
146459964,-129,-286,1330,115683,-64785,8198,walking
146467983,-129,-286,1330,112726,-55326,15041,walking
146468516,-90,-263,1478,112726,-55326,15041,walking
146476537,-90,-263,1478,98297,-39497,22006,walking
146477070,-35,-185,1551,98297,-39497,22006,walking
146485091,30,-71,1542,72450,-22426,26232,walking
146493634,47,69,1489,38237,-4173,28061,walking
146502177,8,135,1399,4716,12285,24141,walking
146510721,-47,171,1258,-20956,27238,17053,walking
146519265,-70,106,1038,-25541,39488,8636,walking
146527810,-87,57,816,-12783,41702,5722,walking
146536146,-87,57,816,5136,34203,5845,walking
146536679,-97,48,739,5136,34203,5845,walking
146544700,-97,48,739,17701,23677,4768,walking
146545233,-96,67,749,17701,23677,4768,walking
146551382,-96,67,749,17701,23677,4768,walking
146553261,-96,67,749,22662,14997,1723,walking
146553794,-63,52,797,22662,14997,1723,walking
146561815,-33,23,835,21866,9126,-761,walking
146570358,-21,-12,870,20212,4541,-1960,walking
146578902,-25,-33,904,18182,420,-1540,walking
146587445,-29,-16,921,14962,-4235,393,walking
146595990,-15,29,944,9275,-10150,1522,walking
146604534,3,79,974,1907,-14192,1951,walking
146612870,3,79,974,-5293,-13737,2362,walking
146613403,15,122,1002,-5293,-13737,2362,walking
146621424,15,122,1002,-11147,-8470,910,walking
146621957,14,158,996,-11147,-8470,910,walking
146629976,14,158,996,-15067,-1435,-2660,walking
146630509,14,158,931,-15067,-1435,-2660,walking
146638529,14,158,931,-14752,1828,-6903,walking
146639062,35,128,833,-14752,1828,-6903,walking
146647082,48,68,752,-10386,-1426,-9161,walking
146652508,48,68,752,-10386,-1426,-9161,walking
146655634,65,23,732,-5495,-10202,-8548,walking
146664178,92,-12,789,-857,-20483,-6405,walking
146672722,112,-45,906,1531,-29155,-3718,walking
146681267,138,-89,1039,332,-33048,-201,walking
146689603,138,-89,1039,-2660,-30966,4873,walking
146690136,172,-127,1124,-2660,-30966,4873,walking
146698156,172,-127,1124,-4646,-24736,11453,walking
146698689,207,-154,1156,-4646,-24736,11453,walking
146706709,207,-154,1156,-4602,-16047,19635,walking
146707242,232,-147,1133,-4602,-16047,19635,walking
146715263,241,-99,1074,-3867,-7227,28341,walking
146723807,221,-38,979,-2852,78,35420,walking
146732351,211,3,870,1758,4165,39777,walking
146740895,208,37,773,7253,4497,42918,walking
146749439,200,49,700,15820,0,45456,walking
146753409,200,49,700,15820,0,45456,walking
146757782,200,49,700,26608,-6763,48431,walking
146758315,195,78,694,26608,-6763,48431,walking
146766335,195,78,694,35848,-14971,50636,walking
146766868,188,130,751,35848,-14971,50636,walking
146774887,188,130,751,41098,-22820,50907,walking
146775420,181,182,866,41098,-22820,50907,walking
146783439,181,182,866,39978,-27755,49621,walking
146783972,175,222,1019,39978,-27755,49621,walking
146791991,170,245,1140,34195,-28726,46707,walking
146800535,184,249,1213,25567,-25690,42332,walking
146809079,200,229,1237,15890,-19950,37607,walking
146817622,213,190,1221,6300,-13737,33897,walking
146826165,228,139,1180,157,-8461,33022,walking
146834709,214,109,1137,-446,-4655,35542,walking
146843045,214,109,1137,1067,-1960,38762,walking
146843578,190,140,1096,1067,-1960,38762,walking
146851597,190,140,1096,2931,236,39777,walking
146852130,174,183,1064,2931,236,39777,walking
146854537,174,183,1064,2931,236,39777,walking
146860158,174,183,1064,2712,1470,38780,walking
146860691,148,210,1025,2712,1470,38780,walking
146868712,128,211,976,953,-350,35481,walking
146877256,102,167,993,-577,-4961,31298,walking
146885799,109,116,1062,-1513,-7953,28726,walking
146894343,142,70,1137,-6483,-8347,28980,walking
146902887,148,37,1164,-13116,-5013,28953,walking
146911431,149,-5,1152,-17928,1085,29601,walking
146919974,164,-39,1101,-23458,4585,34571,walking
146928310,164,-39,1101,-20413,10771,36400,walking
146928844,148,-64,1007,-20413,10771,36400,walking
146936865,148,-64,1007,-9073,14376,40337,walking
146937398,159,-117,906,-9073,14376,40337,walking
146945419,159,-117,906,175,10062,47897,walking
146945952,126,-100,866,175,10062,47897,walking
146953970,126,-100,866,5293,5416,52141,walking
146954504,104,-66,925,5293,5416,52141,walking
146955456,104,-66,925,5293,5416,52141,walking
146962532,121,-53,981,10237,4830,54276,walking
146971075,120,-28,1028,15128,7402,57408,walking
146979619,73,20,1080,17902,10132,59561,walking
146988162,63,58,1141,14971,13720,59307,walking
146996706,67,70,1151,9450,19197,56927,walking
147005043,67,70,1151,2432,23791,54766,walking
147005576,59,41,1134,2432,23791,54766,walking
147013597,59,41,1134,-4786,26985,53690,walking
147014130,72,25,1093,-4786,26985,53690,walking
147022149,72,25,1093,-9633,28743,52823,walking
147022682,82,-6,1045,-9633,28743,52823,walking
147030703,82,-6,1045,-12188,29076,53208,walking
147031236,101,-35,1008,-12188,29076,53208,walking
147039256,123,-54,996,-10990,28918,54582,walking
147047800,145,-40,1008,-8093,29321,56901,walking
147056344,159,5,1017,-5932,30642,58178,walking
147064889,171,37,1008,-5451,31596,57557,walking
147073226,171,37,1008,-4628,31351,56350,walking
147073759,186,36,999,-4628,31351,56350,walking
147081778,186,36,999,-4182,29855,56341,walking
147082311,191,28,990,-4182,29855,56341,walking
147090331,191,28,990,-5197,27352,56875,walking
147090864,181,37,977,-5197,27352,56875,walking
147098885,181,37,977,-5556,24342,56665,walking
147099418,163,33,963,-5556,24342,56665,walking
147107437,159,1,975,-4418,21533,56420,walking
147115980,166,-26,992,-3246,20063,57697,walking
147124524,171,-36,982,-2423,19477,59815,walking
147133069,177,-28,942,-87,18733,61880,walking
147141613,185,-30,898,3351,16975,63105,walking
147150156,192,-38,858,7822,13938,64925,walking
147157452,192,-38,858,7822,13938,64925,walking
147158499,192,-38,858,14455,9800,66718,walking
147159032,186,-34,826,14455,9800,66718,walking
147167051,186,-34,826,22470,5031,68416,walking
147167584,174,-26,825,22470,5031,68416,walking
147175604,174,-26,825,28866,61,69737,walking
147176137,163,4,849,28866,61,69737,walking
147184157,163,4,849,34195,-4812,69903,walking
147184690,142,34,889,34195,-4812,69903,walking
147192711,118,74,953,38088,-9240,69396,walking
147201255,101,114,1025,41405,-12048,68136,walking
147209800,82,170,1107,42936,-12853,65318,walking
147218343,58,226,1174,39445,-11383,59911,walking
147226887,53,241,1224,32383,-8338,52211,walking
147235432,55,217,1233,24631,-4130,44240,walking
147243767,55,217,1233,15758,-315,37100,walking
147244301,65,182,1230,15758,-315,37100,walking
147252321,65,182,1230,7883,3806,30747,walking
147252854,77,134,1211,7883,3806,30747,walking
147258378,77,134,1211,7883,3806,30747,walking
147260881,77,134,1211,1785,7831,26092,walking
147261414,101,64,1184,1785,7831,26092,walking
147269435,101,64,1184,-2476,11716,24937,walking
147269968,129,4,1145,-2476,11716,24937,walking
147277986,134,-28,1088,-6387,14455,25970,walking
147286530,135,-43,1022,-9607,15986,27536,walking
147295074,129,-66,966,-9266,16380,29373,walking
147303617,128,-63,930,-7393,16038,32156,walking
147312160,125,-48,914,-4436,15233,34160,walking
147320704,112,-24,913,-2616,14586,35761,walking
147329040,112,-24,913,-1872,14708,36146,walking
147329574,104,-3,913,-1872,14708,36146,walking
147337592,104,-3,913,78,15417,35770,walking
147338125,99,6,889,78,15417,35770,walking
147346145,99,6,889,2791,15408,34921,walking
147346678,98,15,867,2791,15408,34921,walking
147354698,98,15,867,6763,14857,34230,walking
147355231,97,12,849,6763,14857,34230,walking
147359510,97,12,849,6763,14857,34230,walking
147363260,96,19,840,10290,13378,34203,walking
147371804,90,34,833,12486,11095,33477,walking
147380348,88,36,835,12171,7455,32392,walking
147388892,87,31,864,11558,3097,31613,walking
147397437,83,26,913,11690,-533,31368,walking
147405981,84,25,968,11786,-2450,31552,walking
147414316,84,25,968,10876,-2817,31753,walking
147414849,86,25,1014,10876,-2817,31753,walking
147422870,86,25,1014,10570,-1758,32243,walking
147423403,86,26,1045,10570,-1758,32243,walking
147431423,86,26,1045,10911,411,32900,walking
147431956,93,40,1068,10911,411,32900,walking
147439976,93,40,1068,11007,3220,33451,walking
147440509,104,62,1070,11007,3220,33451,walking
147448529,113,81,1049,10780,5398,33556,walking
147457074,124,99,1018,12092,6186,33897,walking
147460420,124,99,1018,12092,6186,33897,walking
147465625,134,131,1015,14568,5171,34492,walking
147474167,140,165,1033,16388,3473,34422,walking
147482711,128,193,1073,16555,2073,33670,walking
147491046,128,193,1073,13518,1732,32086,walking
147491580,104,233,1127,13518,1732,32086,walking
147499600,104,233,1127,10045,3185,27571,walking
147500133,71,288,1140,10045,3185,27571,walking
147508152,71,288,1140,6982,5206,19783,walking
147508686,39,291,1151,6982,5206,19783,walking
147516707,29,260,1172,323,7183,12232,walking
147525252,45,210,1175,-10465,9143,5565,walking
147533795,56,148,1151,-20510,11033,533,walking
147542339,77,81,1109,-27868,13370,-1837,walking
147550882,94,20,1054,-30450,15207,-831,walking
147559426,123,31,1006,-30642,15487,1732,walking
147561525,123,31,1006,-30642,15487,1732,walking
147567770,123,31,1006,-27693,15741,3290,walking
147568303,117,6,946,-27693,15741,3290,walking
147576322,117,6,946,-23388,13562,6326,walking
147576855,129,-4,908,-23388,13562,6326,walking
147584877,129,-4,908,-19635,10902,10631,walking
147585410,145,-11,922,-19635,10902,10631,walking
147593431,129,-4,935,-16598,8400,16572,walking
147601974,111,16,951,-14927,7026,22601,walking
147610518,93,59,935,-11567,6046,27168,walking
147619062,57,12,996,-11208,4637,31193,walking
147627605,82,-199,1226,-32226,8487,48693,walking
147636148,243,36,1136,-55203,12521,72187,walking
147644484,243,36,1136,-55483,23152,77096,walking
147645017,40,-18,1174,-55483,23152,77096,walking
147653036,40,-18,1174,-47678,21708,77271,walking
147653570,89,281,877,-47678,21708,77271,walking
147661591,89,281,877,-22680,18165,59823,walking
147662124,-93,198,884,-22680,18165,59823,walking
147670143,19,181,901,-28428,3745,52141,walking
147678687,61,26,1013,-41160,-271,51135,walking
147687232,161,50,1024,-66893,-4357,63638,walking
147695775,43,181,1002,-70490,-2852,65607,walking
147704319,-54,151,982,-60777,3718,56183,walking
147712864,54,179,907,-37887,6352,46322,walking
147721200,54,179,907,-14498,7805,36890,walking
147721734,0,109,897,-14498,7805,36890,walking
147729755,0,109,897,-2003,4497,31351,walking
147730288,-32,72,955,-2003,4497,31351,walking
147738307,-32,72,955,3683,2598,28997,walking
147738840,-42,61,984,3683,2598,28997,walking
147746859,-42,61,984,4138,-1260,27518,walking
147747392,-12,77,996,4138,-1260,27518,walking
147755411,-24,76,1044,1496,-3237,25628,walking
147763539,-24,76,1044,1496,-3237,25628,walking
147763963,-78,70,1049,-3517,-2187,25226,walking
147772506,-123,103,961,-4961,-3123,27081,walking
147781050,46,144,983,2546,533,18698,walking
147789386,46,144,983,10867,4847,11235,walking
147789919,121,-1,1084,10867,4847,11235,walking
147797939,121,-1,1084,4952,12477,18112,walking
147798472,119,-46,1107,4952,12477,18112,walking
147806492,119,-46,1107,-4908,19705,26512,walking
147807025,70,-87,1086,-4908,19705,26512,walking
147815046,70,-87,1086,-14105,29146,34597,walking
147815580,93,-81,1057,-14105,29146,34597,walking
147823600,125,-82,1078,-20973,37607,42236,walking
147832143,91,-76,1101,-32060,47197,49376,walking
147840687,118,-61,1092,-41317,53287,54241,walking
147849232,81,-66,1129,-50356,61582,60663,walking
147857777,48,-52,1048,-56936,69448,67296,walking
147864450,48,-52,1048,-56936,69448,67296,walking
147866120,48,-52,1048,-58082,75206,72817,walking
147866654,62,-55,967,-58082,75206,72817,walking
147874672,62,-55,967,-54783,78190,77813,walking
147875205,20,-42,873,-54783,78190,77813,walking
147883226,20,-42,873,-50032,77043,82250,walking
147883759,-30,-25,788,-50032,77043,82250,walking
147891779,-30,-25,788,-43960,71627,84402,walking
147892312,-79,13,695,-43960,71627,84402,walking
147900332,-71,18,658,-36566,62063,85225,walking
147908876,-99,43,627,-28752,50058,84376,walking
147917421,-121,40,669,-22671,36338,82258,walking
147925964,-145,34,699,-15146,25086,80010,walking
147934508,-180,50,705,-5573,14507,76063,walking
147943052,-166,52,715,4777,3745,72878,walking
147951387,-166,52,715,15408,-8636,67891,walking
147951920,-153,91,734,15408,-8636,67891,walking
147959940,-153,91,734,23336,-19083,59745,walking
147960473,-136,109,800,23336,-19083,59745,walking
147965375,-136,109,800,23336,-19083,59745,walking
147968501,-136,109,800,25795,-27273,52963,walking
147969034,-117,88,868,25795,-27273,52963,walking
147977053,-117,88,868,25506,-34046,47302,walking
147977586,-105,65,906,25506,-34046,47302,walking
147985607,-79,9,948,27518,-40075,42008,walking
147994150,-74,-55,1005,29540,-44642,40363,walking
148002694,-71,-99,1041,31526,-47398,41326,walking
148011237,-54,-133,1079,33066,-49306,44660,walking
148019781,-39,-124,1085,32515,-49166,48133,walking
148028324,-2,-94,1080,32226,-48746,49297,walking
148036659,-2,-94,1080,31088,-47110,48020,walking
148037192,33,-74,1075,31088,-47110,48020,walking
148045214,33,-74,1075,27755,-45605,48256,walking
148045747,75,-59,1043,27755,-45605,48256,walking
148053768,75,-59,1043,27116,-46060,46865,walking
148054301,128,-73,1017,27116,-46060,46865,walking
148062319,160,-108,1032,27098,-47118,48580,walking
148066498,160,-108,1032,27098,-47118,48580,walking
148070871,176,-118,1037,25593,-46515,54425,walking
148079414,162,-82,1040,22181,-48133,60200,walking
148087957,152,-69,1069,16826,-50067,64688,walking
148096501,151,-57,1069,16712,-49315,70175,walking
148105045,135,10,1085,19057,-46987,74103,walking
148113382,135,10,1085,19486,-43916,74051,walking
148113915,115,85,1122,19486,-43916,74051,walking
148121935,115,85,1122,16677,-38990,71487,walking
148122468,97,145,1152,16677,-38990,71487,walking
148130487,97,145,1152,13063,-32532,66246,walking
148131020,78,198,1165,13063,-32532,66246,walking
148139040,78,198,1165,8916,-26110,58012,walking
148139573,52,237,1170,8916,-26110,58012,walking
148147593,36,248,1166,3937,-20518,47993,walking
148156136,31,234,1150,-1408,-16222,38185,walking
148164681,20,207,1146,-6186,-13160,29828,walking
148167403,20,207,1146,-6186,-13160,29828,walking
148173233,6,183,1146,-10255,-9808,22750,walking
148181777,3,166,1140,-14402,-5836,15951,walking
148190320,7,147,1135,-18637,-1627,9021,walking
148198656,7,147,1135,-23563,3237,2747,walking
148199189,12,116,1136,-23563,3237,2747,walking
148207210,12,116,1136,-29715,8505,-2152,walking
148207743,20,79,1135,-29715,8505,-2152,walking
148215763,20,79,1135,-36295,13816,-5503,walking
148216296,26,30,1132,-36295,13816,-5503,walking
148224316,26,30,1132,-41300,19757,-6991,walking
148224849,27,-27,1118,-41300,19757,-6991,walking
148232869,27,-84,1099,-42218,26066,-6580,walking
148241414,25,-130,1071,-40048,32252,-4095,walking
148249958,27,-155,1040,-37222,37161,-323,walking
148258501,39,-159,1003,-36120,40451,3220,walking
148267045,57,-158,964,-36723,42061,6326,walking
148268521,57,-158,964,-36723,42061,6326,walking
148275390,57,-158,964,-37992,42796,9187,walking
148275923,71,-150,928,-37992,42796,9187,walking
148283941,71,-150,928,-38465,42595,11410,walking
148284474,78,-143,892,-38465,42595,11410,walking
148292494,78,-143,892,-35945,41273,12652,walking
148293027,85,-146,875,-35945,41273,12652,walking
148301048,85,-146,875,-30196,40241,13518,walking
148301581,72,-152,871,-30196,40241,13518,walking
148309600,38,-170,874,-22522,39497,15470,walking
148318144,7,-175,865,-15741,37161,19635,walking
148326688,-21,-160,855,-10552,31946,23948,walking
148335231,-49,-141,850,-5950,25340,26748,walking
148343775,-65,-128,831,-1032,17622,28017,walking
148352318,-62,-117,829,4882,9056,28805,walking
148360655,-62,-117,829,9266,-236,29522,walking
148361188,-51,-100,843,9266,-236,29522,walking
148369208,-51,-100,843,11392,-9380,29715,walking
148369742,-49,-94,890,11392,-9380,29715,walking
148377762,-49,-94,890,13343,-15365,30423,walking
148378295,-40,-100,945,13343,-15365,30423,walking
148386315,-40,-100,945,17141,-17823,31508,walking
148386849,-36,-92,999,17141,-17823,31508,walking
148394867,-41,-82,1041,20658,-17447,32506,walking
148403411,-41,-77,1064,22855,-15680,32830,walking
148411954,-50,-70,1067,25742,-12932,33022,walking
148420498,-52,-47,1062,29303,-10141,32655,walking
148429042,-37,-30,1063,29645,-8697,29925,walking
