# IKS4A1 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
317342728,-4,9,1006,-350,43,201
317351273,-10,10,1003,-280,332,227
317359610,-10,10,1003,-210,393,157
317360143,-11,8,1004,-210,393,157
317368162,-11,8,1004,-105,647,280
317368696,-8,11,1005,-105,647,280
317376717,-8,11,1005,-227,332,297
317377250,-15,10,997,-227,332,297
317385271,-15,10,997,-306,52,297
317385805,-13,10,1004,-306,52,297
317393825,-10,12,1002,-376,17,288
317402369,-11,10,1004,-297,323,341
317410913,-10,11,1001,-271,402,367
317419457,-11,10,1001,-175,516,385
317428000,-10,10,1004,-166,568,367
317436544,-12,10,1001,-122,752,393
317443425,-12,10,1001,-122,752,393
317444888,-12,10,1001,-210,560,437
317445421,-11,9,1003,-210,560,437
317453443,-11,9,1003,-122,630,428
317453976,-13,11,999,-122,630,428
317461997,-13,11,999,-105,516,472
317462530,-10,11,1003,-105,516,472
317470551,-10,11,1003,-183,490,411
317471084,-13,10,1001,-183,490,411
317479105,-11,11,1001,-148,393,393
317487649,-11,12,1002,-175,376,358
317496193,-10,11,1002,-175,367,350
317504738,-11,11,1002,-157,516,350
317513282,-11,11,1001,-131,577,358
317521827,-11,10,1002,-131,542,393
317530371,-11,12,1004,-131,586,420
317538915,-12,11,1000,-183,542,385
317544548,-12,11,1000,-183,542,385
317547259,-12,11,1000,-192,428,402
317547792,-12,12,1002,-192,428,402
317555814,-12,12,1002,-253,420,367
317556347,-11,11,1001,-253,420,367
317564368,-11,11,1001,-218,323,428
317564901,-12,11,1002,-218,323,428
317572921,-12,11,1002,-210,393,411
317573454,-11,10,1004,-210,393,411
317581474,-11,10,1004,-227,411,393
317582007,-12,11,1001,-227,411,393
317590029,-12,12,1002,-245,411,350
317598573,-11,11,1003,-183,437,358
317607117,-13,11,1002,-210,542,350
317615661,-13,12,1001,-227,463,341
317624204,-12,11,1002,-253,393,323
317632749,-11,12,1003,-253,332,332
317641293,-11,10,1002,-315,297,315
317645473,-11,10,1002,-315,297,315
317649639,-11,10,1002,-201,332,341
317650173,-12,10,1001,-201,332,341
317658194,-12,10,1001,-192,306,315
317658727,-12,10,1001,-192,306,315
317666748,-12,10,1001,-271,271,323
317667281,-12,12,1002,-271,271,323
317675300,-12,12,1002,-218,262,288
317675833,-11,10,1000,-218,262,288
317683855,-11,10,1000,-245,306,323
317684388,-10,11,1001,-245,306,323
317692409,-11,11,1002,-227,236,288
317700953,-11,10,1003,-175,192,297
317709498,-9,11,1004,-210,218,262
317718042,-11,11,1001,-210,236,271
317726585,-12,12,998,-245,201,183
317735129,-13,11,1000,-341,-358,245
317743673,-12,13,1000,-341,-323,148
317746397,-12,13,1000,-341,-323,148
317752019,-12,13,1000,-341,-323,35
317752552,-10,10,1004,-341,-323,35
317760573,-10,10,1004,-393,-385,148
317761106,-13,11,1000,-393,-385,148
317769127,-13,11,1000,-437,-525,218
317769660,-9,10,1006,-437,-525,218
317777680,-9,10,1006,-280,-236,245
317778213,-11,11,1002,-280,-236,245
317786233,-11,11,1002,-332,-323,236
317786766,-10,12,1002,-332,-323,236
317794787,-11,12,1003,-376,-183,280
317803331,-9,10,1004,-306,35,332
317811876,-7,10,1004,-262,166,393
317820421,-11,12,1001,-218,428,455
317828966,-11,11,1000,-262,306,341
317837510,-9,9,1002,-245,210,385
317846055,-10,9,1002,-236,358,463
317847531,-10,9,1002,-236,358,463
317854400,-10,9,1002,-218,533,551
317854933,-10,9,1002,-218,533,551
317862952,-10,9,1002,-183,323,560
317863485,-12,9,999,-183,323,560
317871506,-12,9,999,-166,315,446
317872039,-11,11,1003,-166,315,446
317880059,-11,11,1003,-183,210,385
317880592,-10,12,1001,-183,210,385
317888613,-10,12,1001,-148,122,341
317889146,-11,12,1002,-148,122,341
317897166,-10,10,1003,-210,113,297
317905710,-9,11,1000,-183,245,393
317914255,-10,10,1003,-192,192,437
317922799,-11,11,1003,-236,271,490
317931344,-10,10,1003,-236,315,551
317939889,-10,10,1003,-280,472,735
317948433,-10,9,1000,-245,498,962
317956979,-9,11,1002,-280,437,1233
317965523,-9,14,1002,-253,568,1023
317974068,-9,11,1001,-183,498,805
317982612,-10,12,1003,-218,498,691
317990948,-10,12,1003,-201,437,603
317991481,-11,11,1002,-201,437,603
317999502,-11,11,1002,-245,420,621
318000035,-11,11,1001,-245,420,621
318008055,-11,11,1001,-175,420,577
318008588,-11,11,1001,-175,420,577
318016609,-11,11,1001,-227,341,525
318017142,-10,10,1000,-227,341,525
318025162,-10,10,1000,-192,350,525
318025695,-9,11,1002,-192,350,525
318033717,-9,11,1005,-201,315,525
318042262,-11,10,1001,-210,385,568
318049559,-11,10,1001,-210,385,568
318050815,-10,10,1002,-236,271,612
318059359,-10,10,1002,-288,315,665
318067903,-11,9,1001,-236,411,813
318076448,-10,8,1004,-227,481,1085
318084992,-10,10,1002,-175,595,1347
318093536,-9,14,1003,-227,551,1207
318102080,-10,12,1001,-236,568,1032
318110416,-10,12,1001,-218,472,962
318110949,-10,11,1000,-218,472,962
318118970,-10,11,1000,-218,437,848
318119503,-11,12,1002,-218,437,848
318127524,-11,12,1002,-175,411,700
318128057,-11,11,1000,-175,411,700
318136076,-11,11,1000,-245,402,665
318136610,-11,11,1001,-245,402,665
318144631,-11,11,1001,-227,271,577
318145164,-11,11,1002,-227,271,577
318150483,-11,11,1002,-227,271,577
318153193,-10,11,1001,-236,253,542
318161738,-9,11,1002,-227,236,516
318170282,-10,11,1003,-262,262,446
318178827,-10,11,1002,-245,358,446
318187371,-9,12,1004,-201,420,367
318195915,-10,11,1001,-227,498,323
318204459,-35,16,971,157,2310,612
318213003,32,-3,1060,-192,288,367
318221547,-32,19,964,-140,1356,647
318229884,-32,19,964,17,1373,481
318230417,-2,9,1022,17,1373,481
318238438,-2,9,1022,-227,918,621
318238971,-15,11,994,-227,918,621
318246990,-15,11,994,-113,988,691
318247523,-10,8,999,-113,988,691
318251385,-10,8,999,-113,988,691
318255550,-10,8,999,-122,997,962
318256083,-12,10,1007,-122,997,962
318264102,-12,10,1007,-131,1023,1120
318264636,-11,11,996,-131,1023,1120
318272657,-9,12,1006,-35,997,1058
318281202,-15,14,998,-192,945,936
318289746,-10,10,998,-183,516,892
318298291,-12,13,1004,-227,525,910
318306835,-10,13,1001,-280,533,813
318315380,-11,13,1005,-183,568,560
318323924,-11,11,1001,-201,621,315
318332469,-11,10,1001,-131,586,306
318340806,-11,10,1001,-113,568,306
318341339,-11,10,1002,-113,568,306
318349358,-11,10,1002,-113,516,315
318349891,-13,10,1000,-113,516,315
318352505,-13,10,1000,-113,516,315
318357918,-13,10,1000,-113,525,315
318358451,-11,11,1003,-113,525,315
318366473,-11,11,1003,-140,525,315
318367006,-12,10,1002,-140,525,315
318375026,-11,10,1002,-192,455,350
318383570,-11,11,1003,-210,507,402
318392114,-12,13,1000,-210,455,402
318400659,-11,12,1002,-210,411,411
318409203,-12,9,1002,-262,393,402
318417747,-10,11,1002,-280,358,376
318426291,-11,11,1003,-271,358,385
318434628,-11,11,1003,-210,428,393
318435161,-11,11,1002,-210,428,393
318443183,-11,11,1002,-218,428,376
318443716,-10,11,1002,-218,428,376
318451735,-10,11,1002,-210,455,402
318452268,-11,10,1003,-210,455,402
318453427,-11,10,1003,-210,455,402
318460295,-11,10,1003,-175,437,350
318460828,-11,11,1002,-175,437,350
318468850,-11,11,1002,-131,525,350
318469383,-10,11,1001,-131,525,350
318477404,-10,11,1002,-140,542,367
318485947,-12,12,1001,-140,402,367
318494492,-12,11,1003,-245,402,306
318503036,-12,12,1003,-262,323,358
318511580,-12,12,1002,-271,341,341
318520125,-11,12,1001,-227,393,315
318528669,-12,12,1001,-262,402,315
318537006,-12,12,1001,-280,341,350
318537539,-11,11,1002,-280,341,350
318545559,-11,11,1002,-236,446,341
318546093,-11,11,1004,-236,446,341
318554114,-11,11,1004,-192,490,323
318554648,-11,12,1002,-192,490,323
318562666,-11,12,1002,-236,411,332
318563199,-11,11,1001,-236,411,332
318571221,-11,11,1002,-210,472,315
318579766,-12,11,1001,-297,385,367
318588310,-12,10,1001,-218,332,376
318596855,-11,12,1002,-157,350,332
318605399,-10,12,1001,-218,385,323
318613944,-11,11,1002,-253,385,341
318622489,-10,12,1003,-236,385,341
318631033,-10,10,1001,-236,376,332
318639577,-11,11,1003,-236,455,315
318647913,-11,11,1003,-253,411,358
318648446,-11,12,1003,-253,411,358
318655427,-11,12,1003,-253,411,358
318656475,-11,12,1003,-227,393,393
318657008,-11,10,1002,-227,393,393
318665029,-11,10,1002,-218,411,376
318665562,-12,12,1001,-218,411,376
318673583,-12,12,1001,-271,393,341
318674116,-11,11,1001,-271,393,341
318682136,-12,12,1003,-201,385,332
318690680,-12,10,1002,-218,402,306
318699224,-11,10,1000,-175,411,332
318707769,-11,11,1004,-175,463,358
318716312,-12,12,1002,-175,341,288
318724857,-13,11,1001,-140,393,315
318733401,-12,10,1001,-271,385,350
318741946,-10,10,1001,-297,402,367
318750282,-10,10,1001,-183,376,437
318750816,-11,12,1002,-183,376,437
318756548,-11,12,1002,-183,376,437
318758843,-11,12,1002,-192,402,402
318759377,-11,11,1004,-192,402,402
318767398,-11,11,1004,-227,446,350
318767931,-11,12,1002,-227,446,350
318775952,-11,12,1002,-245,446,393
318776485,-13,11,1000,-245,446,393
318784506,-13,11,1000,-280,420,358
318785039,-11,11,1002,-280,420,358
318793059,-12,10,1000,-218,367,350
318801603,-11,11,1001,-166,402,358
318810147,-12,11,1002,-262,323,358
318818692,-11,10,1002,-236,402,367
318827236,-11,10,1004,-262,420,393
318835780,-11,10,1001,-236,411,385
318844324,-11,12,1002,-245,428,437
318852660,-11,12,1002,-236,472,437
318853193,-12,12,1002,-236,472,437
318857473,-12,12,1002,-236,472,437
318861223,-12,12,1002,-245,323,411
318861756,-12,10,1001,-245,323,411
318869777,-12,10,1001,-271,420,411
318870310,-12,11,1002,-271,420,411
318878331,-12,11,1002,-210,472,437
318878864,-11,11,1002,-210,472,437
318886886,-12,12,1001,-218,376,411
318895431,-12,10,1002,-236,332,411
318903976,-11,11,1001,-271,350,420
318912520,-12,11,1003,-192,385,393
318921064,-11,11,1002,-262,385,420
318929609,-11,10,1002,-218,376,411
318938152,-11,10,1001,-192,420,420
318946697,-10,10,1002,-201,463,437
318955241,-11,10,1003,-201,437,455
318958380,-11,10,1003,-201,437,455
318963586,-11,10,1003,-166,420,525
318964119,-12,10,1001,-166,420,525
318972137,-12,10,1001,-201,358,603
318972670,-11,11,1002,-201,358,603
318980689,-11,11,1002,-236,376,621
318981222,-11,10,1001,-236,376,621
318989242,-11,10,1001,-157,411,656
318989775,-12,10,999,-157,411,656
318997796,-12,10,999,-210,358,656
318998329,-12,12,1002,-210,358,656
319006349,-11,13,1002,-157,428,551
319014894,-10,11,1003,-218,341,472
319023438,-11,13,1002,-262,367,420
319031983,-11,13,1002,-236,420,411
319040527,-12,11,1001,-253,411,420
319049072,-12,12,1002,-297,437,385
319057616,-11,11,1002,-288,393,428
319059508,-11,11,1002,-288,393,428
319066167,-12,11,1000,-253,385,455
319074503,-12,11,1000,-245,332,472
319075036,-12,11,1001,-245,332,472
319083058,-12,11,1001,-236,323,437
319083591,-11,11,1003,-236,323,437
319091612,-11,11,1003,-227,463,446
319092145,-10,10,1003,-227,463,446
319100165,-10,10,1003,-201,402,402
319100698,-12,11,1003,-201,402,402
319108719,-12,11,1003,-210,420,367
319109253,-12,11,1001,-210,420,367
319117274,-12,11,1000,-227,367,411
319125818,-11,10,1001,-227,385,420
319134362,-11,11,1002,-175,393,411
319142906,-11,11,1002,-201,358,472
319151451,-11,12,1002,-192,341,455
319159995,-11,11,1002,-236,463,481
319168540,-11,11,1000,-227,420,437
319177084,-12,11,1001,-192,463,463
319185421,-12,11,1001,-236,437,446
319185954,-12,12,1002,-236,437,446
319193976,-12,12,1002,-227,455,481
319194509,-11,11,1003,-227,455,481
319202529,-11,11,1003,-210,420,490
319203062,-11,10,1002,-210,420,490
319211084,-11,10,1002,-192,533,595
319211617,-11,9,1001,-192,533,595
319219639,-11,9,1001,-236,498,568
319220172,-13,12,1000,-236,498,568
319228191,-11,9,1002,-183,411,665
319236735,-12,10,1004,-192,393,691
319245280,-11,11,1001,-245,463,656
319253825,-11,12,1001,-131,455,630
319261537,-11,12,1001,-131,455,630
319262377,-12,11,1001,-210,402,533
319270920,-12,12,1001,-227,420,603
319279465,-12,12,1002,-201,420,577
319288009,-11,13,1002,-210,367,595
319296553,-10,11,1004,-227,350,568
319304889,-10,11,1004,-262,420,525
319305422,-11,11,1000,-262,420,525
319313444,-11,11,1000,-227,350,516
319313977,-11,11,1001,-227,350,516
319321998,-11,11,1001,-262,402,490
319322531,-12,11,1001,-262,402,490
319330550,-12,11,1001,-175,402,472
319331083,-12,10,1001,-175,402,472
319339104,-12,10,1001,-183,411,472
319339637,-11,9,1001,-183,411,472
319347659,-11,10,1002,-201,420,498
319356204,-11,9,1004,-140,437,551
319362461,-11,9,1004,-140,437,551
319364756,-12,9,1003,-157,463,700
319373299,-13,8,1001,-183,472,840
319381844,-11,13,1000,-201,455,962
319390389,-12,15,1000,-166,411,700
319398933,-11,13,1002,-192,367,568
319407477,-11,12,1002,-227,306,533
319415814,-11,12,1002,-262,341,490
319416347,-11,12,1003,-262,341,490
319424366,-11,12,1003,-297,350,463
319424899,-10,13,1002,-297,350,463
319432918,-10,13,1002,-245,411,463
319433451,-11,12,1002,-245,411,463
319441472,-11,12,1002,-262,393,402
319442005,-12,11,1002,-262,393,402
319450026,-12,11,1002,-280,463,411
319450559,-12,12,1001,-280,463,411
319458580,-11,12,1002,-271,385,463
319463382,-11,12,1002,-271,385,463
319467132,-12,10,1001,-297,428,455
319475677,-10,10,1002,-280,428,490
319484222,-12,12,1002,-236,428,542
319492767,-12,11,1001,-271,420,577
319501311,-12,10,1002,-253,315,603
319509856,-12,10,1001,-253,385,665
319518400,-11,11,1002,-245,358,586
319526737,-11,11,1002,-201,393,516
319527270,-11,11,1002,-201,393,516
319535291,-11,11,1002,-166,367,411
319535824,-11,10,1002,-166,367,411
319543846,-11,10,1002,-140,393,376
319544379,-12,10,1001,-140,393,376
319552401,-12,10,1001,-175,393,376
319552934,-11,11,1000,-175,393,376
319560954,-11,11,1000,-131,385,402
319561487,-10,12,1003,-131,385,402
319564519,-10,12,1003,-131,385,402
319569516,-11,11,1002,-140,385,367
319578061,-12,12,1001,-227,420,411
319586605,-11,12,1002,-236,402,411
319595148,-11,12,1002,-262,393,437
319603693,-11,12,1002,-245,498,420
319612237,-11,11,1001,-306,481,533
319620782,-11,11,1002,-288,463,630
319629325,-12,10,1004,-271,402,708
319637662,-12,10,1004,-218,437,848
319638195,-12,10,1001,-218,437,848
319646217,-12,10,1001,-236,393,857
319646750,-12,12,1002,-236,393,857
319654771,-12,12,1002,-245,393,752
319655304,-12,10,1001,-245,393,752
319663324,-12,10,1001,-166,315,673
319663858,-11,11,1001,-166,315,673
319665433,-11,11,1001,-166,315,673
319671886,-12,11,1001,-183,332,603
319680431,-11,10,1002,-113,455,533
319688975,-12,11,1000,-183,437,533
319697519,-11,11,1003,-166,455,498
319706064,-12,9,1000,-175,463,498
319714609,-12,9,1001,-122,446,560
319723152,-12,10,1001,-105,463,691
319731697,-11,11,1001,-157,463,743
319740033,-11,11,1001,-192,420,770
319740567,-11,10,1002,-192,420,770
319748586,-11,10,1002,-227,472,717
319749119,-10,16,1003,-227,472,717
319757138,-10,16,1003,-297,481,577
319757671,-12,12,1001,-297,481,577
319765693,-12,12,1001,-236,463,542
319766226,-11,13,1002,-236,463,542
319774246,-11,13,1002,-332,376,560
319774779,-12,10,999,-332,376,560
319782800,-10,12,1003,-315,306,656
319791344,-11,12,1002,-271,376,726
319799889,-11,10,1002,-306,358,831
319808433,-13,6,1003,-332,323,1102
319816977,-31,-40,1002,-218,490,3718
319825521,-23,-10,994,-542,245,10123
319834065,16,79,1008,-428,166,6693
319842402,16,79,1008,-271,323,1566
319842935,-10,19,1001,-271,323,1566
319850956,-10,19,1001,-245,297,1198
319851489,-11,12,1001,-245,297,1198
319859510,-11,12,1001,-192,411,822
319860043,-10,12,1003,-192,411,822
319867441,-10,12,1003,-192,411,822
319868072,-10,12,1003,-140,437,603
319868606,-10,10,1002,-140,437,603
319876625,-11,12,1003,-113,498,507
319885169,-12,10,1002,-131,551,428
319893712,-12,10,1000,-148,411,420
319902257,-12,11,999,-192,323,437
319910802,-12,11,1001,-218,332,455
319919346,-12,11,1003,-201,332,463
319927682,-12,11,1003,-140,341,507
319928215,-11,12,1002,-140,341,507
319936236,-11,12,1002,-175,376,507
319936770,-10,11,1003,-175,376,507
319944790,-10,11,1003,-218,455,455
319945323,-10,11,1001,-218,455,455
319953343,-10,11,1001,-271,385,420
319953876,-11,12,1001,-271,385,420
319961896,-12,13,1001,-288,315,376
319968361,-12,13,1001,-288,315,376
319970448,-12,12,1003,-288,271,411
319978993,-12,11,1002,-306,271,437
319987537,-12,11,1002,-297,280,463
319996082,-11,11,1002,-262,253,455
320004626,-11,11,1001,-253,350,455
320013170,-11,12,1004,-253,376,393
320021713,-12,11,1003,-245,446,367
320030050,-12,11,1003,-192,428,393
320030583,-11,11,1002,-192,428,393
320038603,-11,11,1002,-192,411,350
320039136,-11,11,1002,-192,411,350
320047157,-11,11,1002,-148,455,367
320047690,-12,11,1003,-148,455,367
320055711,-12,11,1003,-166,481,358
320056244,-13,11,1002,-166,481,358
320064263,-12,11,1002,-210,428,367
320069482,-12,11,1002,-210,428,367
320072816,-12,11,1001,-227,385,385
320081360,-12,11,1002,-297,385,376
320089904,-12,10,1002,-280,367,385
320098449,-12,11,1002,-271,367,402
320106994,-11,11,1002,-262,385,402
320115538,-11,11,1002,-280,411,385
320123875,-11,11,1002,-227,428,332
320124408,-11,11,1001,-227,428,332
320132429,-11,11,1001,-288,393,332
320132962,-11,11,1002,-288,393,332
320140983,-11,11,1002,-175,358,323
320141516,-11,10,1001,-175,358,323
320149537,-11,10,1001,-210,350,315
320150070,-11,11,1003,-210,350,315
320158091,-11,11,1001,-166,297,306
320166635,-11,11,1002,-192,350,271
320170398,-11,11,1002,-192,350,271
320175188,-11,11,1002,-131,358,297
320183731,-12,10,1001,-148,402,323
320192276,-11,11,1003,-131,367,367
320200821,-11,12,1004,-148,402,341
320209366,-12,12,1002,-201,472,350
320217909,-12,11,1001,-218,428,393
320226246,-12,11,1001,-210,437,350
320226779,-11,12,1001,-210,437,350
320234799,-11,12,1001,-271,385,385
320235332,-12,11,1001,-271,385,385
320243353,-12,11,1001,-262,376,385
320243886,-12,11,1001,-262,376,385
320251907,-12,11,1001,-271,358,341
320252440,-11,11,1002,-271,358,341
320260461,-11,11,1002,-253,358,350
320260995,-12,11,1002,-253,358,350
320269016,-11,11,1003,-253,358,358
320271531,-11,11,1003,-253,358,358
320277568,-11,11,1001,-201,402,350
320286112,-11,11,1002,-175,393,358
320294656,-11,11,1002,-201,420,367
320303201,-11,10,1001,-218,393,393
320311745,-10,12,1003,-192,472,376
320320081,-10,12,1003,-227,481,358
320320615,-10,12,1002,-227,481,358
320328634,-10,12,1002,-262,498,358
320329167,-11,12,1001,-262,498,358
320337189,-11,12,1001,-262,463,393
320337722,-11,12,1003,-262,463,393
320345742,-11,12,1003,-280,481,376
320346275,-12,10,1003,-280,481,376
320354294,-12,10,1003,-315,516,358
320354827,-12,11,1001,-315,516,358
320362849,-12,11,1000,-306,490,350
320371394,-13,12,1001,-341,367,367
320372454,-13,12,1001,-341,367,367
320379945,-11,12,1001,-332,402,358
320388490,-12,11,1002,-323,297,385
320397034,-10,10,1003,-280,358,341
320405579,-12,12,1002,-280,341,341
320414122,-12,12,1001,-245,341,280
320422667,-11,8,1004,-218,393,297
320431211,-11,10,999,-157,490,306
320439547,-11,10,999,-175,437,271
320440080,-11,10,1002,-175,437,271
320448101,-11,10,1002,-148,446,332
320448635,-12,12,1002,-148,446,332
320456656,-12,12,1002,-131,393,306
320457189,-12,11,1001,-131,393,306
320465210,-12,11,1001,-140,376,262
320465744,-11,11,1003,-140,376,262
320473557,-11,11,1003,-140,376,262
320473772,-11,12,1003,-218,341,245
320482316,-10,12,1003,-148,367,157
320490861,-10,11,1002,-236,332,192
320499405,-11,10,1001,-183,385,253
320507950,-10,10,1001,-201,385,341
320516494,-11,12,1000,-210,516,385
320525038,-12,11,1002,-157,577,402
320533582,-12,11,1003,-175,463,350
320542126,-12,10,1003,-183,402,332
320550670,-12,12,1002,-210,376,385
320559007,-12,12,1002,-166,393,358
320559540,-10,11,1003,-166,393,358
320567561,-10,11,1003,-157,455,376
320568094,-12,11,1001,-157,455,376
320574452,-12,11,1001,-157,455,376
320576123,-12,11,1001,-183,297,367
320576657,-12,12,1000,-183,297,367
320584678,-12,12,1000,-218,306,323
320585211,-13,11,1000,-218,306,323
320593232,-13,11,1000,-253,367,315
320593765,-11,12,1004,-253,367,315
320601786,-12,11,1001,-236,341,315
320610330,-11,12,1003,-245,385,315
320618875,-11,10,1002,-227,420,350
320627419,-12,13,1001,-227,463,358
320635964,-12,11,1002,-192,446,358
320644508,-11,9,1000,-201,446,393
320653053,-12,12,1003,-175,420,393
320661597,-11,12,1003,-166,376,367
320670141,-11,11,1002,-218,358,358
320675359,-11,11,1002,-218,358,358
320678693,-11,12,1001,-236,341,367
320687030,-11,12,1001,-271,358,376
320687563,-12,11,1002,-271,358,376
320695582,-12,11,1002,-227,376,358
320696115,-11,12,1002,-227,376,358
320704134,-11,12,1002,-236,420,358
320704667,-11,11,1002,-236,420,358
320712687,-11,11,1002,-218,472,376
320713220,-10,11,1002,-218,472,376
320721241,-10,11,1002,-245,437,385
320721774,-10,11,1004,-245,437,385
320729795,-10,11,1004,-245,411,376
320730328,-12,11,1001,-245,411,376
320738349,-12,11,1001,-227,455,385
320746893,-12,11,1003,-297,402,376
320755438,-13,11,1002,-262,393,358
320763982,-11,11,1003,-306,297,350
320772526,-11,10,1002,-306,341,376
320776497,-11,10,1002,-306,341,376
320781079,-12,12,1000,-201,393,358
320789623,-11,12,1001,-245,437,385
320798167,-12,11,1001,-253,402,385
320806711,-11,10,1001,-218,393,385
320815255,-12,12,1003,-236,402,393
320823799,-12,11,1001,-271,385,411
320832136,-12,11,1001,-227,385,411
320832669,-12,11,1001,-227,385,411
320840690,-12,11,1001,-218,323,376
320841223,-11,11,1001,-218,323,376
320849243,-11,11,1001,-236,341,367
320849776,-11,10,1002,-236,341,367
320857797,-11,10,1002,-245,376,376
320858330,-11,11,1002,-245,376,376
320866351,-11,11,1002,-271,402,376
320866884,-11,10,1001,-271,402,376
320874905,-11,10,1001,-253,376,358
320875438,-11,10,1002,-253,376,358
320877430,-11,10,1002,-253,376,358
320883467,-11,12,1004,-166,393,385
320892012,-12,11,1001,-192,420,411
320900555,-12,10,1002,-245,350,358
320909100,-12,11,1002,-210,341,376
320917644,-11,11,1001,-227,385,385
320926188,-12,12,1002,-210,376,358
320934732,-12,11,1002,-192,332,341
320943069,-12,11,1002,-175,385,367
320943602,-12,10,1002,-175,385,367
320951623,-12,10,1002,-210,350,385
320952156,-12,11,1002,-210,350,385
320960177,-12,11,1002,-175,393,367
320960710,-11,11,1002,-175,393,367
320968731,-11,11,1002,-166,455,341
320969264,-12,12,1003,-166,455,341
320977285,-12,12,1003,-157,446,367
320977818,-11,11,1002,-157,446,367
320978564,-11,11,1002,-157,446,367
320985849,-12,11,1003,-157,420,341
320994394,-12,12,1002,-166,332,323
321002938,-11,12,1001,-227,393,350
321011482,-11,12,999,-192,367,341
321020026,-11,12,1002,-271,393,341
321028570,-11,10,1002,-245,341,358
321037114,-11,11,1003,-236,367,341
321045659,-11,11,1003,-288,393,341
321054203,-11,12,1002,-201,411,385
321062539,-11,12,1002,-210,420,376
321063073,-12,12,1002,-210,420,376
321071093,-12,12,1002,-227,472,376
321071627,-11,10,1001,-227,472,376
321079440,-11,10,1001,-227,472,376
321079655,-11,10,1001,-218,402,402
321080189,-11,10,1001,-218,402,402
321088208,-11,10,1001,-245,376,358
321088741,-12,11,1001,-245,376,358
321096763,-13,11,1000,-236,350,367
321105307,-12,11,1002,-253,315,367
321113851,-11,11,1003,-306,367,367
321122396,-12,11,1003,-271,402,367
321130939,-11,11,1002,-262,472,411
321139483,-11,11,1001,-227,455,385
321148028,-12,11,1001,-183,481,385
321156572,-13,11,1001,-122,428,350
321165116,-12,11,1002,-166,437,341
321173452,-12,11,1002,-218,358,323
321173985,-12,12,1001,-218,358,323
321180552,-12,12,1001,-218,358,323
321182015,-12,12,1001,-253,341,341
321182548,-11,10,1003,-253,341,341
321190567,-11,10,1003,-218,350,376
321191100,-11,11,1002,-218,350,376
321199121,-11,11,1002,-262,358,350
321199654,-11,11,1002,-262,358,350
321207673,-11,11,1002,-227,402,358
321208206,-11,10,1001,-227,402,358
321216226,-11,10,1001,-183,358,332
321224771,-11,11,1003,-157,428,376
321233315,-12,11,1002,-201,446,358
321241860,-11,11,1001,-210,420,367
321250404,-11,11,1003,-201,376,367
321258948,-12,11,1002,-201,411,385
321267492,-11,11,1002,-227,393,393
321276036,-12,11,1002,-236,402,341
321281462,-12,11,1002,-236,402,341
321284381,-12,11,1002,-183,428,376
321284914,-12,11,1001,-183,428,376
321292935,-12,11,1001,-183,481,411
321293468,-12,12,1001,-183,481,411
321301489,-12,12,1001,-201,402,411
321302022,-11,11,1002,-201,402,411
321310043,-11,11,1002,-183,455,393
321310577,-12,11,1002,-183,455,393
321318598,-12,11,1002,-175,411,393
321319131,-12,11,1002,-175,411,393
321327152,-12,11,1002,-192,358,402
321335696,-13,12,1004,-166,367,376
321344240,-11,11,1002,-192,315,411
321352785,-11,10,1002,-201,341,402
321361329,-11,11,1002,-183,411,463
321369874,-11,12,1002,-201,411,437
321378418,-12,11,1000,-175,393,446
321382390,-12,11,1000,-175,393,446
321386971,-11,12,1002,-175,402,463
321395515,-11,11,1002,-183,437,490
321403852,-11,11,1002,-218,428,446
321404385,-12,11,1001,-218,428,446
321412405,-12,11,1001,-262,385,393
321412938,-11,12,1002,-262,385,393
321420958,-11,12,1002,-262,420,411
321421491,-12,11,1002,-262,420,411
321429511,-12,11,1002,-245,411,393
321430044,-11,11,1001,-245,411,393
321438065,-11,11,1001,-236,446,402
321438598,-11,11,1003,-236,446,402
321446617,-11,11,1003,-227,428,420
321447151,-11,10,1001,-227,428,420
321455172,-11,11,1003,-210,376,402
321463716,-12,11,1001,-245,411,376
321472261,-12,12,1002,-262,437,385
321480806,-11,11,1000,-262,463,376
321483529,-11,11,1000,-262,463,376
321489358,-11,11,1002,-245,455,437
321497903,-12,13,1002,-192,420,402
321506447,-12,11,1001,-245,385,446
321514992,-12,11,1002,-271,385,446
321523535,-12,11,1003,-262,358,420
321531871,-12,11,1003,-227,350,463
321532404,-12,10,1002,-227,350,463
321540425,-12,10,1002,-227,367,455
321540958,-12,10,1002,-227,367,455
321548980,-12,10,1002,-210,350,498
321549513,-12,11,1001,-210,350,498
321557533,-12,11,1001,-210,385,498
321558066,-11,10,1003,-210,385,498
321566086,-11,10,1003,-175,393,525
321566619,-11,12,1003,-175,393,525
321574641,-11,11,1001,-192,358,481
321583185,-11,12,1002,-218,455,455
321584453,-11,12,1002,-218,455,455
321591736,-10,11,1002,-227,420,481
321600281,-12,11,1001,-253,446,472
321608826,-13,12,1001,-201,367,446
321617370,-12,11,1000,-218,358,490
321625914,-11,11,1002,-218,367,516
321634459,-11,10,1001,-297,367,568
321643003,-12,9,1001,-297,358,595
321651339,-12,9,1001,-271,297,752
321651873,-12,9,1002,-271,297,752
321659890,-12,9,1002,-253,306,997
321660423,-12,9,1003,-253,306,997
