# IKS4A1 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],gyro_x[mdps],gyro_y[mdps],gyro_z[mdps]
148829769,27,24,1149,-30581,13562,-10928
148830302,18,22,1102,-30581,13562,-10928
148838321,18,22,1102,-36461,18751,-10123
148838855,17,20,1031,-36461,18751,-10123
148846875,17,20,1031,-38508,21787,-8671
148847409,21,14,961,-38508,21787,-8671
148855427,21,14,961,-36032,23896,-6545
148855960,32,15,905,-36032,23896,-6545
148863980,36,23,859,-31727,23738,-3710
148872524,38,40,828,-27667,21481,-472
148874415,38,40,828,-27667,21481,-472
148881075,36,70,796,-23607,17885,2091
148889619,23,100,770,-18401,12880,3438
148898162,-1,128,763,-12337,6326,3648
148906499,-1,128,763,-6212,-533,2406
148907032,-23,157,781,-6212,-533,2406
148915051,-23,157,781,-1137,-6256,-192
148915584,-30,177,830,-1137,-6256,-192
148923605,-30,177,830,2292,-9835,-3727
148924138,-30,181,874,2292,-9835,-3727
148932156,-30,181,874,2826,-12731,-7043
148932689,-34,185,914,2826,-12731,-7043
148940710,-34,185,914,1286,-13020,-12241
148941243,-30,190,971,1286,-13020,-12241
148949263,-11,169,1024,-1750,-10027,-18313
148957808,8,124,1054,-6466,-4777,-23021
148966351,31,71,1054,-10683,1627,-25847
148974895,54,13,1034,-13816,7472,-26258
148983440,76,-35,1000,-16983,11751,-24745
148991775,76,-35,1000,-18515,14743,-20851
148992308,104,-86,965,-18515,14743,-20851
149000328,104,-86,965,-16668,16712,-14463
149000862,129,-142,929,-16668,16712,-14463
149008882,129,-142,929,-14026,17325,-5678
149009415,159,-185,896,-14026,17325,-5678
149017435,159,-185,896,-12276,15592,5005
149017968,195,-211,862,-12276,15592,5005
149025989,195,-211,862,-10920,12092,17395
149026522,234,-233,822,-10920,12092,17395
149034543,273,-242,788,-7665,6737,30843
149043086,332,-244,774,-5110,-271,45220
149051630,428,-257,770,-4130,-7901,60873
149060173,499,-267,760,-4182,-16108,77910
149068717,540,-256,746,-4628,-25051,94605
149076429,540,-256,746,-4628,-25051,94605
149077268,552,-226,741,-3106,-33827,108806
149085812,637,-328,658,6921,-44152,123795
149094148,637,-328,658,21157,-58948,130401
149094682,145,28,772,21157,-58948,130401
149102702,145,28,772,34851,-69597,121082
149103236,18,271,904,34851,-69597,121082
149111254,18,271,904,49568,-70901,94438
149111788,53,490,1021,49568,-70901,94438
149119808,53,490,1021,42717,-72021,59955
149120341,151,489,1183,42717,-72021,59955
149128360,280,336,1321,20055,-70770,36443
149136904,317,226,1398,1636,-62571,22461
149145447,305,182,1426,-9922,-52535,11961
149153991,265,176,1420,-21533,-42647,1627
149162535,215,171,1364,-30957,-35026,-10220
149171079,162,154,1277,-37861,-31876,-22163
149177543,162,154,1277,-37861,-31876,-22163
149179630,120,126,1190,-42761,-34046,-33171
149187965,120,126,1190,-45631,-39541,-42000
149188498,78,102,1157,-45631,-39541,-42000
149196519,78,102,1157,-44327,-41982,-49796
149197052,59,98,1182,-44327,-41982,-49796
149205072,59,98,1182,-40188,-39173,-56883
149205605,64,94,1227,-40188,-39173,-56883
149213626,64,94,1227,-36706,-30966,-62238
149214159,77,93,1286,-36706,-30966,-62238
149222178,105,90,1302,-35936,-18366,-66578
149230722,131,74,1254,-35883,-5005,-68950
149239266,159,51,1165,-33818,5985,-69422
149247810,187,34,1067,-29855,12608,-67698
149256354,204,46,984,-25725,14358,-65100
149264896,214,75,916,-19197,12416,-63735
149273233,214,75,916,-8662,8015,-63953
149273766,221,100,875,-8662,8015,-63953
149278461,221,100,875,-8662,8015,-63953
149281795,221,100,875,3745,2012,-65213
149282328,224,122,875,3745,2012,-65213
149290349,224,122,875,17036,-3036,-68328
149290882,236,168,919,17036,-3036,-68328
149298903,239,210,982,26827,-7131,-74296
149307447,237,228,1047,31937,-10097,-82372
149315990,233,206,1123,34203,-10692,-91358
149324533,237,148,1209,34063,-7428,-99767
149333077,256,70,1270,32278,8,-106356
149341620,276,-10,1306,29820,10465,-110188
149349955,276,-10,1306,26022,23135,-111650
149350488,294,-69,1303,26022,23135,-111650
149358508,294,-69,1303,21166,34973,-112000
149359041,308,-113,1254,21166,34973,-112000
149367061,308,-113,1254,14875,44581,-111510
149367594,317,-135,1179,14875,44581,-111510
149375612,317,-135,1179,9546,51861,-110836
149376145,317,-167,1086,9546,51861,-110836
149379383,317,-167,1086,9546,51861,-110836
149384172,314,-206,963,9467,56358,-108788
149392716,292,-226,841,12713,54678,-105052
149401260,268,-207,772,16266,47075,-100878
149409803,260,-164,763,18725,37896,-97405
149418347,261,-119,786,20440,30511,-95103
149426684,261,-119,786,20816,25620,-92575
149427217,260,-88,812,20816,25620,-92575
149435237,260,-88,812,19643,22041,-90037
149435770,251,-55,823,19643,22041,-90037
149443790,251,-55,823,16747,18357,-88033
149444323,236,-25,826,16747,18357,-88033
149452344,236,-25,826,14673,14070,-86607
149452877,224,-10,821,14673,14070,-86607
149460897,221,-8,828,15645,9581,-85006
149469441,226,-19,854,20273,6168,-81803
149477984,231,-20,889,28201,3762,-77350
149480500,231,-20,889,28201,3762,-77350
149486537,232,-2,944,34921,1041,-72940
149495082,234,40,1006,37948,-997,-69921
149503626,234,84,1057,38360,-1557,-68390
149511960,234,84,1057,38255,-341,-68267
149512493,223,120,1092,38255,-341,-68267
149520512,223,120,1092,37975,1741,-69755
149521045,211,151,1112,37975,1741,-69755
149529065,211,151,1112,36968,4156,-72607
149529598,192,177,1125,36968,4156,-72607
149537617,192,177,1125,36041,6781,-76807
149538150,179,198,1127,36041,6781,-76807
149546168,176,207,1128,35201,9353,-82171
149554712,171,197,1122,34247,11742,-87517
149563256,165,183,1110,33705,13378,-92303
149571800,162,174,1102,33320,14227,-96810
149580344,170,181,1108,32375,15120,-101071
149581404,170,181,1108,32375,15120,-101071
149588895,187,201,1109,29207,16633,-106435
149597231,187,201,1109,21700,17351,-112936
149597764,209,198,1097,21700,17351,-112936
149605784,209,198,1097,11156,17465,-118702
149606317,229,169,1078,11156,17465,-118702
149614337,229,169,1078,1645,18112,-122797
149614870,251,130,1040,1645,18112,-122797
149622891,251,130,1040,-4077,19180,-124258
149623424,272,82,989,-4077,19180,-124258
149631442,284,53,940,-5923,19862,-122578
149639986,296,50,889,-5547,19827,-119245
149648529,298,48,835,-3298,18340,-114975
149657073,286,42,788,997,14621,-109410
149665617,272,23,769,8855,9817,-102760
149673953,272,23,769,18261,4821,-94972
149674486,260,34,787,18261,4821,-94972
149682506,260,34,787,23922,-315,-88165
149683040,249,71,817,23922,-315,-88165
149691060,249,71,817,25978,-4830,-83580
149691593,219,113,860,25978,-4830,-83580
149699613,219,113,860,26617,-7376,-80902
149700146,187,149,907,26617,-7376,-80902
149708166,165,181,936,26792,-7918,-80001
149716710,133,201,968,25725,-7787,-80237
149725253,109,223,996,22417,-7105,-80631
149733797,94,246,1007,19740,-4698,-82013
149742341,87,266,1004,19363,-787,-83877
149750678,87,266,1004,20405,3885,-86047
149751211,89,286,986,20405,3885,-86047
149759231,89,286,986,21061,7402,-89031
149759764,83,309,953,21061,7402,-89031
149767783,83,309,953,21560,9257,-93108
149768316,73,329,919,21560,9257,-93108
149776336,73,329,919,22295,8785,-97886
149776869,65,334,880,22295,8785,-97886
149783433,65,334,880,22295,8785,-97886
149784896,56,321,865,23966,6168,-102611
149793440,51,309,875,25996,2791,-106750
149801983,57,315,913,26915,-218,-111273
149810527,51,317,968,24867,-2362,-116541
149819072,50,306,1031,19827,-2765,-122045
149827615,61,275,1070,12757,-420,-126796
149835950,61,275,1070,6536,3858,-130305
149836483,66,241,1081,6536,3858,-130305
149844503,66,241,1081,1802,8916,-132492
149845036,66,221,1068,1802,8916,-132492
149853055,66,221,1068,-1391,13685,-133927
149853588,53,207,1029,-1391,13685,-133927
149861608,53,207,1029,-2931,16528,-134618
149862141,42,188,977,-2931,16528,-134618
149870160,44,165,933,-3202,17578,-133805
149878705,44,147,903,-1872,17710,-131696
149884546,44,147,903,-1872,17710,-131696
149887257,39,131,888,822,17150,-128756
149895801,30,111,878,4173,15898,-124731
149904344,19,96,883,7323,13405,-119822
149912888,8,92,907,8925,10543,-114318
149921432,-3,103,940,9213,8723,-108911
149929767,-3,103,940,9800,8347,-104291
149930300,-25,123,975,9800,8347,-104291
149938319,-25,123,975,9178,8671,-100388
149938852,-47,147,1001,9178,8671,-100388
149946874,-47,147,1001,7166,9686,-97195
149947407,-60,171,1022,7166,9686,-97195
149955426,-60,171,1022,3788,11138,-94955
149955959,-67,194,1034,3788,11138,-94955
149963978,-72,210,1041,-1347,12958,-93677
149972522,-81,216,1031,-6203,15268,-92872
149981066,-92,218,1016,-10237,17578,-92443
149985452,-92,218,1016,-10237,17578,-92443
149989618,-104,205,1001,-13545,19740,-91936
149998162,-109,190,979,-15933,21848,-90711
150006499,-109,190,979,-17456,23196,-88523
150007032,-118,169,943,-17456,23196,-88523
150015053,-118,169,943,-18235,22758,-85128
150015586,-132,138,915,-18235,22758,-85128
150023606,-132,138,915,-18182,21288,-80797
150024139,-149,117,898,-18182,21288,-80797
150032159,-149,117,898,-17176,19705,-76868
150032692,-167,114,898,-17176,19705,-76868
150040712,-183,117,913,-16380,18453,-73482
150049256,-182,117,925,-16817,18007,-71312
150057799,-184,112,926,-16528,17911,-69405
150066343,-181,116,928,-14516,17150,-67445
150074887,-168,131,944,-11462,15400,-66080
150083224,-168,131,944,-7376,13440,-65598
150083757,-141,157,980,-7376,13440,-65598
150086373,-141,157,980,-7376,13440,-65598
150091786,-141,157,980,-6422,11532,-65730
150092319,-110,191,1028,-6422,11532,-65730
150100336,-110,191,1028,-9677,9913,-66963
150100870,-99,227,1071,-9677,9913,-66963
150108889,-99,227,1071,-14498,9196,-69807
150109422,-114,242,1097,-14498,9196,-69807
150117440,-133,231,1102,-18060,9598,-73403
150125983,-156,206,1092,-19022,10640,-76947
150134526,-175,178,1077,-19285,11077,-80290
150143071,-192,130,1054,-18900,10543,-82871
150151615,-213,63,1039,-16056,9231,-83685
150160158,-230,18,1043,-12713,6737,-82302
150168493,-230,18,1043,-10963,3937,-79861
150169026,-250,-1,1060,-10963,3937,-79861
150177047,-250,-1,1060,-9581,3001,-76895
150177580,-266,-12,1091,-9581,3001,-76895
150185601,-266,-12,1091,-7376,5512,-74261
150186134,-278,-2,1110,-7376,5512,-74261
150187501,-278,-2,1110,-7376,5512,-74261
150194160,-278,-2,1110,-5171,10193,-72091
150194694,-280,23,1115,-5171,10193,-72091
150202712,-280,67,1100,-2878,15837,-71382
150211256,-284,104,1074,-1391,21131,-72607
150219800,-281,141,1043,-183,25620,-75556
150228344,-272,172,1007,1006,29050,-80263
150236888,-263,190,978,1741,30721,-86450
150245224,-263,190,978,1102,31605,-92645
150245757,-255,180,955,1102,31605,-92645
150253775,-255,180,955,-700,30380,-96880
150254308,-248,141,927,-700,30380,-96880
150262328,-248,141,927,-2502,27335,-97903
150262862,-245,83,903,-2502,27335,-97903
150270882,-245,83,903,-2800,23380,-95585
150271415,-239,15,896,-2800,23380,-95585
150279435,-247,-31,902,-2493,19250,-89888
150287978,-279,-38,910,-918,15601,-83370
150296523,-302,-7,913,1933,11891,-78890
150305066,-318,27,924,4488,8487,-76413
150313610,-327,61,926,5635,5740,-75101
150321945,-327,61,926,5661,3395,-74847
150322478,-318,91,921,5661,3395,-74847
150330499,-318,91,921,4873,3473,-74996
150331032,-300,120,936,4873,3473,-74996
150339051,-300,120,936,5731,5775,-75801
150339584,-296,134,932,5731,5775,-75801
150347605,-296,134,932,8855,8216,-77481
150348138,-285,151,916,8855,8216,-77481
150356157,-281,155,904,10613,9642,-79695
150364700,-279,139,895,10167,9598,-80631
150373243,-292,125,877,9231,8295,-80570
150381787,-331,149,867,11637,5661,-83501
150389499,-331,149,867,11637,5661,-83501
150390339,-367,147,849,18060,1995,-93248
150398674,-367,147,849,29076,-2651,-102243
150399207,-349,132,844,29076,-2651,-102243
150407229,-349,132,844,34028,-9222,-106365
150407762,-335,133,846,34028,-9222,-106365
150415782,-335,133,846,28402,-18147,-107835
150416315,-297,139,870,28402,-18147,-107835
150424334,-297,139,870,16782,-25462,-110311
150424868,-271,123,917,16782,-25462,-110311
150432886,-263,99,945,9756,-29198,-109121
150441431,-265,99,953,8382,-29601,-106505
150449975,-249,117,971,9948,-27877,-105638
150458519,-238,113,1005,10841,-23353,-105463
150467063,-218,93,1021,9738,-17920,-104177
150475399,-218,93,1021,6737,-13098,-101552
150475932,-195,66,1026,6737,-13098,-101552
150483952,-195,66,1026,3648,-8863,-98192
150484486,-182,40,1027,3648,-8863,-98192
150490427,-182,40,1027,3648,-8863,-98192
150492513,-182,40,1027,2065,-4322,-94578
150493046,-182,17,1025,2065,-4322,-94578
150501066,-188,-2,1015,2415,192,-90475
150509610,-200,-10,995,4795,3640,-86686
150518153,-211,-10,995,8890,6168,-84113
150526696,-226,-16,991,12696,8627,-82066
150535241,-237,-30,988,15067,9808,-79108
150543785,-254,-37,1014,16275,10596,-75197
150552328,-267,-26,1037,15330,12372,-71233
150560664,-267,-26,1037,12328,14595,-67891
150561197,-272,-7,1045,12328,14595,-67891
150569216,-272,-7,1045,8863,17185,-65598
150569749,-282,5,1044,8863,17185,-65598
150577768,-282,5,1044,5600,20081,-64155
150578301,-287,22,1035,5600,20081,-64155
150586321,-289,43,1013,2677,23511,-63551
150591539,-289,43,1013,2677,23511,-63551
150594873,-299,56,983,1496,26215,-63673
150603417,-313,65,958,2170,28070,-64723
150611961,-318,65,934,3596,28796,-66158
150620504,-318,60,915,5687,28682,-67191
150629047,-316,62,899,7376,27536,-67821
150637383,-316,62,899,9353,25480,-69343
150637916,-317,83,885,9353,25480,-69343
150645936,-317,83,885,11602,21796,-72651
150646469,-321,92,887,11602,21796,-72651
150654490,-321,92,887,11121,17683,-75407
150655023,-317,73,911,11121,17683,-75407
150663044,-317,73,911,8522,14096,-76282
150663578,-313,46,931,8522,14096,-76282
150671599,-312,23,941,6230,11086,-76011
150680143,-316,12,949,5950,8163,-75556
150688687,-327,24,969,5775,6431,-76676
150692449,-327,24,969,5775,6431,-76676
150697238,-314,34,978,4585,5713,-78601
150705782,-293,25,982,2590,5740,-80360
150714117,-293,25,982,735,5985,-81453
150714650,-276,-6,973,735,5985,-81453
150722670,-276,-6,973,770,5390,-80832
150723203,-272,-52,959,770,5390,-80832
150731224,-272,-52,959,2887,4716,-78242
150731757,-285,-86,962,2887,4716,-78242
150739778,-285,-86,962,6562,4532,-75013
150740311,-310,-92,965,6562,4532,-75013
150748332,-310,-92,965,9896,3823,-72327
150748865,-322,-85,972,9896,3823,-72327
150756885,-328,-78,981,11331,3036,-69378
150765430,-339,-63,990,12302,2222,-66552
150773973,-347,-39,993,13781,1846,-64452
150782516,-352,-13,986,16143,1881,-63393
150791060,-352,4,984,18882,2065,-63516
150793368,-352,4,984,18882,2065,-63516
150799405,-352,4,984,20737,2563,-63201
150799938,-346,16,982,20737,2563,-63201
150807958,-346,16,982,22417,3027,-63481
150808491,-338,38,970,22417,3027,-63481
150816512,-338,38,970,24438,3386,-64907
150817045,-333,54,968,24438,3386,-64907
150825063,-333,54,968,26687,4392,-66788
150825596,-333,76,963,26687,4392,-66788
150833615,-332,122,951,29190,5775,-70315
150842158,-324,153,940,32296,6912,-76518
150850701,-312,137,932,35096,7061,-83212
150859245,-296,94,933,36050,5223,-87631
150867789,-276,47,941,35630,1627,-89258
150876125,-276,47,941,36172,-2161,-88515
150876658,-251,4,963,36172,-2161,-88515
150884677,-251,4,963,37730,-4961,-86248
150885210,-226,-9,985,37730,-4961,-86248
150893230,-226,-9,985,39042,-7148,-84717
150893763,-211,-2,1003,39042,-7148,-84717
150894507,-211,-2,1003,39042,-7148,-84717
150901791,-211,-2,1003,38465,-8846,-83632
150902324,-198,5,1023,38465,-8846,-83632
150910343,-189,19,1034,35586,-10027,-82258
150918887,-186,45,1042,31841,-10745,-82101
150927432,-185,66,1050,27475,-10325,-83912
150935976,-184,63,1057,22793,-8636,-86992
150944520,-190,39,1054,18716,-6020,-90142
150952856,-190,39,1054,16835,-2791,-92487
150953389,-206,10,1043,16835,-2791,-92487
150961409,-206,10,1043,17736,612,-94307
150961942,-236,-10,1026,17736,612,-94307
150969963,-236,-10,1026,20938,3893,-96468
150970496,-269,-32,1018,20938,3893,-96468
150978514,-300,-72,1018,25786,6790,-98201
150987058,-315,-101,1021,30380,8811,-98945
150995395,-315,-101,1021,30380,8811,-98945
150995611,-313,-109,1019,31351,9607,-99067
151004154,-302,-119,1012,27903,8601,-98761
151012698,-281,-131,1000,22260,6947,-97413
151021242,-253,-142,980,15260,4777,-94543
151029785,-221,-158,961,7035,1653,-89906
151038121,-221,-158,961,-1680,-1181,-83378
151038654,-187,-176,946,-1680,-1181,-83378
151046674,-187,-176,946,-7463,-2397,-75486
151047207,-160,-193,932,-7463,-2397,-75486
151055228,-160,-193,932,-7393,-1006,-67138
151055761,-148,-214,922,-7393,-1006,-67138
151063782,-148,-214,922,-1723,1723,-57933
151064315,-140,-237,913,-1723,1723,-57933
151072334,-141,-253,903,5503,4488,-47320
151080877,-160,-251,899,13090,6160,-36006
151089422,-193,-230,906,20562,7070,-25261
151096510,-193,-230,906,20562,7070,-25261
151097974,-232,-194,923,27938,7962,-16301
151106517,-258,-143,934,33075,8890,-9896
151115061,-279,-84,934,34693,9003,-6265
151123606,-301,-27,932,32130,7822,-5591
151131942,-301,-27,932,25541,6090,-7122
151132475,-320,22,936,25541,6090,-7122
151140495,-320,22,936,16721,4401,-10788
151141028,-333,62,930,16721,4401,-10788
151149048,-333,62,930,7367,2852,-16240
151149582,-331,80,924,7367,2852,-16240
151157602,-331,80,924,-1321,1828,-21280
151158135,-313,60,918,-1321,1828,-21280
151166153,-313,60,918,-8881,1260,-24106
151166686,-282,20,907,-8881,1260,-24106
151174707,-246,-27,891,-14603,997,-24377
151183251,-216,-85,881,-17307,1102,-22181
151191795,-202,-142,879,-16301,1933,-17211
151197430,-202,-142,879,-16301,1933,-17211
151200348,-192,-177,880,-12521,3465,-9861
151208891,-188,-177,876,-7525,4410,-1067
151217435,-199,-153,881,-2791,5407,7367
151225771,-199,-153,881,481,6413,14472
151226304,-217,-114,876,481,6413,14472
151234324,-217,-114,876,2625,6011,19713
151234857,-239,-61,863,2625,6011,19713
151242878,-239,-61,863,3491,4418,22172
151243411,-276,6,851,3491,4418,22172
151251431,-276,6,851,3596,1645,21341
151251964,-308,63,840,3596,1645,21341
151259984,-308,63,840,3526,-2161,18051
151260517,-322,91,836,3526,-2161,18051
151268537,-322,93,846,2485,-6571,14183
151277081,-311,84,865,-411,-10701,10867
151285624,-303,83,883,-4156,-13728,7700
151294167,-296,71,896,-7087,-15767,4191
151298553,-296,71,896,-7087,-15767,4191
151302718,-287,30,915,-7831,-16441,1242
151311262,-278,-24,936,-7087,-16056,253
151319599,-278,-24,936,-6877,-15321,1767
151320133,-276,-62,960,-6877,-15321,1767
151328153,-276,-62,960,-8907,-14131,4593
151328686,-278,-75,981,-8907,-14131,4593
151336705,-278,-75,981,-12162,-12547,7770
151337238,-273,-79,991,-12162,-12547,7770
151345258,-273,-79,991,-15443,-10675,11401
151345791,-268,-91,995,-15443,-10675,11401
151353811,-265,-108,995,-17473,-8443,15916
151362354,-265,-124,993,-17613,-5871,21463
151370897,-269,-125,990,-16415,-3036,27781
151379441,-270,-108,979,-14560,52,33643
151387985,-264,-78,969,-13098,2467,38430
151396529,-262,-35,955,-13720,4025,42218
151399461,-262,-35,955,-13720,4025,42218
151405082,-267,23,940,-15881,4777,43802
151413418,-267,23,940,-17788,4978,42113
151413951,-279,66,930,-17788,4978,42113
151421971,-279,66,930,-18453,4821,38806
151422504,-282,71,929,-18453,4821,38806
151430524,-282,71,929,-19083,4418,35953
151431057,-278,63,930,-19083,4418,35953
151439077,-278,63,930,-19836,4366,33722
151439611,-260,43,953,-19836,4366,33722
151447632,-260,43,953,-19862,4698,32042
151448165,-243,2,933,-19862,4698,32042
151456186,-230,-37,943,-21052,2905,32383
151464730,-220,-76,957,-20475,2642,33538
151473273,-219,-107,973,-17298,3080,36015
151481817,-215,-144,985,-14026,4025,39900
151490361,-215,-172,992,-12031,4917,45491
151498904,-214,-192,1000,-11086,5626,51738
151500380,-214,-192,1000,-11086,5626,51738
151507248,-214,-192,1000,-10290,6965,57916
151507781,-215,-205,1003,-10290,6965,57916
151515800,-215,-205,1003,-8863,8365,64076
151516333,-216,-219,1000,-8863,8365,64076
151524354,-216,-219,1000,-6842,9913,70393
151524888,-224,-226,997,-6842,9913,70393
151532907,-224,-226,997,-4585,11602,76265
151533440,-237,-214,991,-4585,11602,76265
151541459,-252,-193,983,-2878,12845,80823
151550003,-264,-181,980,-1531,13168,84096
151558546,-269,-187,987,-236,13326,86415
151567089,-271,-199,992,1041,13588,88917
151575632,-276,-208,999,1837,14000,92198
151584176,-282,-210,1004,2310,15128,95506
151592513,-282,-210,1004,2397,16380,97965
151593046,-277,-202,1001,2397,16380,97965
151601065,-277,-202,1001,1268,16467,100038
151601599,-276,-185,989,1268,16467,100038
151609616,-276,-185,989,-787,15767,100756
151610149,-288,-154,986,-787,15767,100756
151618166,-288,-154,986,-3640,15435,99820
151618700,-300,-126,977,-3640,15435,99820
151626720,-300,-126,977,-3771,31395,102121
151627253,-110,-156,1314,-3771,31395,102121
151635273,-394,57,706,630,38876,88795
151643818,-359,-106,800,-21253,6562,83807
151652361,-403,-121,828,-42621,927,85811
151660905,-368,-95,757,-32418,-6658,80246
151669449,-297,-140,807,-18383,-12538,72502
151677992,-278,-187,857,-16415,-16091,70840
151686327,-278,-187,857,-18882,-18707,72730
151686860,-251,-229,884,-18882,-18707,72730
151694879,-251,-229,884,-18838,-19503,75775
151695412,-236,-246,898,-18838,-19503,75775
151702393,-236,-246,898,-18838,-19503,75775
151703440,-236,-246,898,-16633,-18567,77848
151703973,-241,-231,903,-16633,-18567,77848
151711995,-241,-231,903,-13833,-17368,78338
151712528,-245,-213,901,-13833,-17368,78338
151720549,-244,-213,896,-11812,-16458,78050
151729093,-233,-226,893,-11593,-16633,78872
151737637,-226,-240,889,-10823,-17246,80990
151746180,-227,-250,902,-6868,-17421,83877
151754724,-233,-240,911,-280,-16642,86458
151763059,-233,-240,911,6072,-15233,87981
151763592,-230,-211,934,6072,-15233,87981
151771613,-230,-211,934,8548,-14428,88830
151772146,-230,-182,932,8548,-14428,88830
151780164,-230,-182,932,5801,-16143,88978
151780698,-243,-135,934,5801,-16143,88978
151788719,-243,-135,934,1811,-17955,86476
151789252,-260,-86,935,1811,-17955,86476
151797273,-264,-71,942,-385,-20177,82285
151803530,-264,-71,942,-385,-20177,82285
151805824,-261,-78,949,-743,-22093,77918
151814368,-247,-81,970,105,-22863,74593
151822911,-224,-86,976,1391,-23773,72073
151831454,-203,-95,1001,1741,-25191,70455
151839790,-203,-95,1001,2537,-25803,69291
151840323,-197,-108,1010,2537,-25803,69291
151848344,-197,-108,1010,4208,-26337,68880
151848877,-191,-116,1040,4208,-26337,68880
151856897,-191,-116,1040,6405,-26258,68302
151857430,-190,-120,1055,6405,-26258,68302
151865451,-190,-120,1055,7253,-25935,67401
151865984,-188,-119,1091,7253,-25935,67401
151874003,-166,-128,1117,6177,-24876,66333
151882546,-139,-148,1147,2607,-23782,66053
151891089,-119,-174,1170,-3071,-21262,67340
151899633,-100,-195,1196,-9047,-17272,70166
151904435,-100,-195,1196,-9047,-17272,70166
151908185,-95,-191,1207,-14603,-11173,74103
151916728,-91,-157,1208,-20606,-3255,77385
151925065,-91,-157,1208,-27851,4996,79178
151925598,-69,-132,1197,-27851,4996,79178
151933618,-69,-132,1197,-34930,13326,80797
151934151,-56,-130,1166,-34930,13326,80797
151942170,-56,-130,1166,-41055,21183,83361
151942703,-41,-133,1129,-41055,21183,83361
151950723,-41,-133,1129,-44896,28507,86406
151951256,-44,-127,1077,-44896,28507,86406
151959276,-48,-119,1041,-45841,34851,89258
151967820,-59,-119,1007,-44021,39532,92120
151976365,-70,-119,977,-41160,41623,95655
151984908,-91,-109,946,-38465,41378,99347
151993452,-120,-93,913,-35148,38228,102453
152001787,-120,-93,913,-32611,32550,104492
152002320,-141,-75,905,-32611,32550,104492
152005559,-141,-75,905,-32611,32550,104492
152010348,-141,-75,905,-32401,25742,105770
152010882,-159,-58,907,-32401,25742,105770
152018902,-159,-58,907,-33897,18663,106513
152019435,-163,-47,925,-33897,18663,106513
152027454,-163,-47,925,-35402,12643,106986
152027987,-174,-42,937,-35402,12643,106986
152036007,-181,-36,954,-35306,7682,107152
152044552,-190,-27,972,-35420,4602,107248
152053097,-197,-5,977,-36566,2082,106916
152061640,-199,5,985,-37633,560,105463
152070183,-192,-1,988,-37476,323,103766
152078519,-192,-1,988,-36487,1531,102768
152079052,-183,-15,998,-36487,1531,102768
152087073,-183,-15,998,-35437,4278,102532
152087606,-176,-26,1005,-35437,4278,102532
152095624,-176,-26,1005,-34667,7332,102795
152096157,-169,-33,1005,-34667,7332,102795
152104178,-169,-33,1005,-34466,10167,103285
152104711,-159,-34,1003,-34466,10167,103285
152106496,-159,-34,1003,-34466,10167,103285
152112740,-151,-37,1002,-35726,12757,103678
152121284,-145,-48,996,-37511,15067,104203
152129828,-148,-64,976,-38377,17080,105350
152138371,-158,-71,956,-37546,17596,106863
152146914,-174,-69,946,-36338,16992,108307
152155250,-174,-69,946,-35988,15478,109348
152155783,-187,-63,944,-35988,15478,109348
152163804,-187,-63,944,-37275,13518,110293
152164337,-188,-61,941,-37275,13518,110293
152172357,-188,-61,941,-38815,11375,111317
152172891,-185,-59,938,-38815,11375,111317
152180911,-185,-59,938,-39033,9502,112131
152181444,-182,-52,933,-39033,9502,112131
152189464,-180,-44,921,-36373,8120,112113
152198009,-180,-44,919,-32322,7245,111667
152206553,-177,-43,918,-28735,6440,111667
152207404,-177,-43,918,-28735,6440,111667
152215063,-174,-40,917,-26442,5031,112070
152223607,-171,-37,928,-25252,3552,112472
152232150,-172,-34,936,-24316,2642,112586
152240695,-176,-27,938,-23616,1828,112376
152249239,-185,-8,936,-22750,682,111667
152257574,-185,-8,936,-21866,-498,109602
152258107,-196,26,940,-21866,-498,109602
152266126,-196,26,940,-21988,-953,105822
152266660,-200,62,948,-21988,-953,105822
152274679,-200,62,948,-22662,-857,101062
152275212,-202,76,954,-22662,-857,101062
152283232,-202,76,954,-23187,-271,96206
152283765,-205,74,960,-23187,-271,96206
152291784,-215,66,957,-22933,735,91840
152300327,-235,65,954,-21043,1688,87351
152308455,-235,65,954,-21043,1688,87351
152308879,-251,72,951,-19188,2301,82565
152317423,-263,75,947,-17456,1706,77437
152325967,-271,57,954,-16056,-26,72161
152334512,-273,34,967,-15295,-2240,68276
152342848,-273,34,967,-14507,-4296,65283
152343381,-275,19,982,-14507,-4296,65283
152351402,-275,19,982,-12941,-5311,62711
152351935,-278,2,1008,-12941,-5311,62711
152359955,-278,2,1008,-11200,-5066,60410
152360488,-274,-18,1028,-11200,-5066,60410
152368507,-274,-18,1028,-10631,-4165,58817
152369040,-264,-33,1043,-10631,-4165,58817
152377060,-254,-35,1055,-12075,-2940,57863
152385603,-248,-28,1069,-15093,-507,56533
152394146,-241,-33,1070,-18628,2563,54556
152402690,-227,-45,1068,-22785,5766,52920
152409363,-227,-45,1068,-22785,5766,52920
152411242,-216,-52,1060,-27938,9030,52010
152419786,-203,-63,1043,-32935,12521,51800
152428122,-203,-63,1043,-36636,15846,52622
152428655,-184,-82,1018,-36636,15846,52622
152436676,-184,-82,1018,-38342,18147,54897
152437209,-176,-90,983,-38342,18147,54897
152445228,-176,-90,983,-38421,19512,57706
152445761,-181,-81,941,-38421,19512,57706
152453779,-181,-81,941,-36636,19092,60278
152454312,-186,-64,902,-36636,19092,60278
